log_id,crop_id,predicted_price,confidence_score
758199d4-5aed-4063-816f-bcc699ba6efb,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,32.3,0.983
1e630d05-221e-4999-897f-93bd54a57faf,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,30.86,0.959
39b9428a-e41c-416f-9496-98ef200964c4,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,31.26,0.949
07fcc6a1-2b20-460e-8e05-387cd47d9064,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,31.96,0.965
bc078422-5f2d-4695-9f08-2408b318f8b9,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,32.91,0.982
e7ac0fc1-5e65-4b61-aa50-aa2f97f5b096,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,30.92,0.977
b1576258-f4b2-4509-ad61-877b36e269cf,d98d579c-c9b5-454e-8a92-971240c312eb,40.94,0.986
7c0dadbb-e94f-4730-86f2-f288379e9a71,d98d579c-c9b5-454e-8a92-971240c312eb,42.36,0.938
fceeb2d1-57a4-4735-952e-258c4d23a372,d98d579c-c9b5-454e-8a92-971240c312eb,40.76,0.977
09afdbf7-9792-4d79-bc82-c690aaae47ff,d98d579c-c9b5-454e-8a92-971240c312eb,43.39,0.963
c0fc6e19-c769-4bb8-a60c-6832afd3a0ac,d98d579c-c9b5-454e-8a92-971240c312eb,43.13,0.933
3af52e37-0120-4b91-b3bb-c0b86c8ccc47,d98d579c-c9b5-454e-8a92-971240c312eb,41.73,0.978
bf4d6bab-e599-4d70-aa64-f212a98403eb,d98d579c-c9b5-454e-8a92-971240c312eb,43.82,0.951
c2e6fa6d-1571-468a-a21f-ef347a03e3c8,d98d579c-c9b5-454e-8a92-971240c312eb,40.42,0.932
17bb7115-4efd-4777-8cad-c60f78597f51,d98d579c-c9b5-454e-8a92-971240c312eb,39.83,0.924
ea0b3edb-7ff7-4a56-a563-6c1598f8e603,d98d579c-c9b5-454e-8a92-971240c312eb,40.72,0.983
1fa35a3c-df7a-4479-ae0b-e6971f797ecb,d98d579c-c9b5-454e-8a92-971240c312eb,41.84,0.957
3fd77541-36fb-4252-8633-40acfd5a89a9,d98d579c-c9b5-454e-8a92-971240c312eb,41.99,0.928
78bdc357-734a-4de6-8664-91d095f92d7d,59533992-5f56-4fd7-aafc-039199e5d9d6,54.94,0.983
abd0fc73-a6a7-4013-9e04-a0011fc2341c,59533992-5f56-4fd7-aafc-039199e5d9d6,53.86,0.961
629e6ed4-8a6f-4c74-a0eb-a67170368153,59533992-5f56-4fd7-aafc-039199e5d9d6,55.38,0.984
b226629c-0dc5-4a84-8ac4-4ead69bce1d7,59533992-5f56-4fd7-aafc-039199e5d9d6,53.3,0.93
708787b5-375b-4fd3-938d-3856643fffd2,59533992-5f56-4fd7-aafc-039199e5d9d6,57.06,0.973
1910e0aa-31f2-4e02-80e7-882f22377277,59533992-5f56-4fd7-aafc-039199e5d9d6,52.35,0.976
07125bf2-6fa4-4fdb-b622-7c2d7b2ee03e,59533992-5f56-4fd7-aafc-039199e5d9d6,54.32,0.975
b8ffd0cb-a264-4a82-b3ef-90a923f9f56b,59533992-5f56-4fd7-aafc-039199e5d9d6,57.4,0.958
d272d00e-2597-46a1-9965-afae7137f364,59533992-5f56-4fd7-aafc-039199e5d9d6,52.84,0.982
23c2b9d6-9502-44b3-b421-90700dba7ce0,59533992-5f56-4fd7-aafc-039199e5d9d6,53.45,0.959
96b9323e-ae3f-4da6-a392-cd30d5091d42,59533992-5f56-4fd7-aafc-039199e5d9d6,55.7,0.986
c3190435-5ce8-4129-8d5f-4ffc46a58669,59533992-5f56-4fd7-aafc-039199e5d9d6,57.54,0.956
09a5f6ff-1ebc-48d0-910c-eea1543bdff4,68333e4b-e52f-429e-9139-07cc61dc5eb0,28.02,0.96
b848fc4a-b9c7-4c63-8615-8a221a3178dc,68333e4b-e52f-429e-9139-07cc61dc5eb0,27.49,0.935
1e3f5889-4444-4961-8bf9-d8d0f47a2453,68333e4b-e52f-429e-9139-07cc61dc5eb0,28.81,0.969
cb722309-ab23-477f-9dbf-1413f48e8f4a,68333e4b-e52f-429e-9139-07cc61dc5eb0,27.57,0.956
fd5857fc-6f94-40d3-a508-5b86acba241e,68333e4b-e52f-429e-9139-07cc61dc5eb0,26.94,0.965
97227c22-3e85-4c3c-b6c2-39fc8f73240e,68333e4b-e52f-429e-9139-07cc61dc5eb0,27.65,0.924
562f1d9d-e1b2-4ac9-bac5-8e2ef57958cd,68333e4b-e52f-429e-9139-07cc61dc5eb0,29.14,0.973
a35b8978-fc1b-426f-ae54-31827709fff0,68333e4b-e52f-429e-9139-07cc61dc5eb0,29.67,0.974
cc218135-421b-42b1-8df9-d3e9dbf40bf5,68333e4b-e52f-429e-9139-07cc61dc5eb0,27.0,0.939
b7cbf174-1b30-44c5-ba11-2473799e9e8a,68333e4b-e52f-429e-9139-07cc61dc5eb0,27.34,0.985
428b4617-d79d-4453-b2de-a7db8d29142e,68333e4b-e52f-429e-9139-07cc61dc5eb0,28.49,0.977
4730b3a9-bfcc-43d1-ad7b-e717627a355d,68333e4b-e52f-429e-9139-07cc61dc5eb0,29.19,0.96
c08f0347-e8c3-4f5f-876e-9d1a845ddbcc,55048485-b49a-41a8-831b-42e14f8ce5f9,71.49,0.925
1e60bebd-5b47-4b48-9eda-5ce38e5b4617,55048485-b49a-41a8-831b-42e14f8ce5f9,78.02,0.931
86c4574d-a3ac-4c05-8cf0-4f556d28efc3,55048485-b49a-41a8-831b-42e14f8ce5f9,72.39,0.971
82fc6687-9fe2-4278-bace-1ae9a9247c74,55048485-b49a-41a8-831b-42e14f8ce5f9,78.59,0.981
97328079-3e85-4c16-b0a5-4bd62182d50f,55048485-b49a-41a8-831b-42e14f8ce5f9,70.71,0.93
17a5b49a-208b-4616-8941-a3bf9e3c33b9,55048485-b49a-41a8-831b-42e14f8ce5f9,75.69,0.975
596d7041-59a4-4b0c-b90a-e1c7dc1a75bb,55048485-b49a-41a8-831b-42e14f8ce5f9,77.07,0.961
3cc48e1f-8b25-45ff-a92f-f420dbfcdb18,55048485-b49a-41a8-831b-42e14f8ce5f9,73.63,0.922
4f0cf541-2592-4f02-aca8-d4717f0b60bf,55048485-b49a-41a8-831b-42e14f8ce5f9,73.23,0.953
db14ebef-5dfd-4f60-b441-161fc3cf1c6a,55048485-b49a-41a8-831b-42e14f8ce5f9,76.38,0.971
235f6415-0095-4b11-80f1-d7955320b806,55048485-b49a-41a8-831b-42e14f8ce5f9,72.24,0.963
01d13b83-a7e5-4ad6-ae4b-e344d15f0f1e,55048485-b49a-41a8-831b-42e14f8ce5f9,72.27,0.92
d5158821-710c-44f5-a45b-b6d0c2de00d4,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,64.34,0.953
7d7dbcae-fc2e-4c98-aab5-5e242ba415c0,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,62.74,0.962
0284755d-378b-41ae-9f80-97b7e7693de6,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,61.82,0.988
b1407312-a346-4b9e-b571-278a2746570e,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,62.23,0.923
aa1aeede-6871-4d44-b1e1-c5785bcdfe5c,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,62.28,0.931
13232faf-19a4-4a14-ad06-f5de6e9af329,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,62.72,0.928
9dd6dfac-0116-4b53-8ba2-c958ec64fd50,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,66.46,0.969
606dca99-c2ce-4062-b76e-e7ac8f886dd4,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,64.69,0.953
396bd5c1-6556-43cf-b652-73639fa17f45,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,66.25,0.924
7d5a48b3-4978-4a1b-b950-f039f32ac23e,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,65.83,0.972
1acfe7e6-4bb7-4c05-b295-afb06114830d,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,61.8,0.928
e2b2e81e-5ced-4a6e-a766-34b3ed702aa3,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,64.24,0.929
288286b7-711f-442e-b493-6f2f5c861c66,653ff738-2173-4c0d-9619-2be06db39e8c,43.28,0.928
d4fa215e-483a-4c76-ae0d-5b2d776105ce,653ff738-2173-4c0d-9619-2be06db39e8c,46.2,0.951
ef465735-38b1-4a03-ad30-67c9c74ef492,653ff738-2173-4c0d-9619-2be06db39e8c,46.2,0.966
126de02d-ae19-4ee9-a520-f2f1b7c8c0d4,653ff738-2173-4c0d-9619-2be06db39e8c,47.3,0.973
121b8279-7038-4bfd-9ac4-53c87b03a56a,653ff738-2173-4c0d-9619-2be06db39e8c,47.33,0.934
653f1809-cc26-4997-a898-23ca249e1b7c,653ff738-2173-4c0d-9619-2be06db39e8c,45.66,0.971
8628a6f6-a031-4f6e-a6b0-70ce4c94ca0d,653ff738-2173-4c0d-9619-2be06db39e8c,42.5,0.96
158aae98-4d55-4a1f-8bd9-cac4d7836b67,653ff738-2173-4c0d-9619-2be06db39e8c,44.63,0.944
69f1215a-e51e-4c89-8e16-40f4e9a8df23,653ff738-2173-4c0d-9619-2be06db39e8c,45.2,0.966
c801447b-becd-486f-9666-af563757319c,653ff738-2173-4c0d-9619-2be06db39e8c,44.76,0.981
ab6c5c97-f2a4-4a0b-bf0e-fa1d4b4896ef,653ff738-2173-4c0d-9619-2be06db39e8c,46.68,0.974
33057d54-29a8-43bb-96a4-690a4f197f0a,653ff738-2173-4c0d-9619-2be06db39e8c,42.86,0.974
bcb05e0e-248c-433b-bbdc-3f4a0b04d48d,178c56a4-1347-43a1-9c70-b8ad4e14aebd,24.35,0.927
76a17866-fec8-41bc-9595-9a16f04e8aca,178c56a4-1347-43a1-9c70-b8ad4e14aebd,24.35,0.975
86c76ba9-033b-469d-8a29-ba2e7ba7aa79,178c56a4-1347-43a1-9c70-b8ad4e14aebd,25.55,0.964
1e14070d-80f8-4f71-a332-8e011a595759,178c56a4-1347-43a1-9c70-b8ad4e14aebd,23.92,0.944
0c58fb44-4383-4667-9e8a-db808c527f14,178c56a4-1347-43a1-9c70-b8ad4e14aebd,23.53,0.967
fb637397-1b4d-4a90-8b67-cbc0c821408a,178c56a4-1347-43a1-9c70-b8ad4e14aebd,26.45,0.931
f203a302-a074-4df3-8da7-fc3c3e77ce6c,178c56a4-1347-43a1-9c70-b8ad4e14aebd,24.36,0.929
8e9cfbea-69a1-4f2a-a42b-7588488b6259,178c56a4-1347-43a1-9c70-b8ad4e14aebd,26.02,0.961
cda8c40e-37ea-419b-a17c-e31837d10102,178c56a4-1347-43a1-9c70-b8ad4e14aebd,25.6,0.946
ccc19e53-ffb2-49e9-bc58-c4bb3ea7a212,178c56a4-1347-43a1-9c70-b8ad4e14aebd,26.4,0.971
de9bd561-e9bf-4a41-a2f6-d8f5ba46af98,178c56a4-1347-43a1-9c70-b8ad4e14aebd,26.02,0.925
a8b14702-82be-4fbe-94e1-78cc23fe91ab,178c56a4-1347-43a1-9c70-b8ad4e14aebd,25.73,0.966
fa7bcb99-3a36-40c6-a96b-b25336c01d2a,ef45df06-ae20-45cb-9c78-f423589fe7a0,18.66,0.935
c23aa919-e052-4653-a873-64500089a01c,ef45df06-ae20-45cb-9c78-f423589fe7a0,18.36,0.962
4188ca6a-701c-4f23-bf35-d62a5ec69e42,ef45df06-ae20-45cb-9c78-f423589fe7a0,17.2,0.969
f9b69ac1-efb9-427a-b59b-626d315dffd3,ef45df06-ae20-45cb-9c78-f423589fe7a0,17.99,0.921
43b8fb7f-7417-4069-a52f-16d978bceb50,ef45df06-ae20-45cb-9c78-f423589fe7a0,17.13,0.988
69491d4d-da69-4f59-bbec-6a9e75313e06,ef45df06-ae20-45cb-9c78-f423589fe7a0,17.18,0.939
674939ff-1fe8-4652-8fc0-03e509f6649d,ef45df06-ae20-45cb-9c78-f423589fe7a0,17.84,0.945
37c94790-8a92-4893-90f6-78ef8164d625,ef45df06-ae20-45cb-9c78-f423589fe7a0,17.63,0.946
87fdbaf9-2383-4d69-9dd7-20502ebb6179,ef45df06-ae20-45cb-9c78-f423589fe7a0,17.58,0.985
a1aa9230-ae36-4716-99bb-5e08d49a3d14,ef45df06-ae20-45cb-9c78-f423589fe7a0,17.38,0.922
8812af37-f805-43fe-bb9e-77ad4ebd2070,ef45df06-ae20-45cb-9c78-f423589fe7a0,18.95,0.982
3a9318af-326c-4483-9542-c3146391f652,ef45df06-ae20-45cb-9c78-f423589fe7a0,18.6,0.922
d36dc912-1539-4e02-8079-ea1bf9fa07e5,b64ca3f8-fd63-4652-b8ab-d082ef554f58,21.18,0.985
55161d69-60a6-4f41-8183-f7f791d349ab,b64ca3f8-fd63-4652-b8ab-d082ef554f58,19.81,0.945
e6a7e5b4-8aed-45b7-98a1-3cfb528c8faa,b64ca3f8-fd63-4652-b8ab-d082ef554f58,19.19,0.936
99fb6ac6-c567-4ff9-831b-f1903551a9cc,b64ca3f8-fd63-4652-b8ab-d082ef554f58,19.99,0.924
1f8f1c9f-45e1-430a-9f19-3f73ab97381a,b64ca3f8-fd63-4652-b8ab-d082ef554f58,20.24,0.924
c12982c2-6aaf-4117-90eb-3554d548b34d,b64ca3f8-fd63-4652-b8ab-d082ef554f58,20.53,0.987
11b4b442-5f43-4f2c-940e-5da291cd3a68,b64ca3f8-fd63-4652-b8ab-d082ef554f58,19.83,0.98
bf86f4b3-c572-4170-97de-deb72646aa86,b64ca3f8-fd63-4652-b8ab-d082ef554f58,18.85,0.936
64747943-4b98-4e29-9550-9b3e0ab3f596,b64ca3f8-fd63-4652-b8ab-d082ef554f58,19.1,0.94
bc5d0605-64bb-4462-b993-e944187cd461,b64ca3f8-fd63-4652-b8ab-d082ef554f58,20.36,0.983
b26778e8-8f72-43c4-9f73-6c65bbb1c645,b64ca3f8-fd63-4652-b8ab-d082ef554f58,19.62,0.938
7a53d72d-4364-463b-97ab-fcb731e62230,b64ca3f8-fd63-4652-b8ab-d082ef554f58,20.87,0.978
21c47bbe-b086-464e-b5a2-c3fb32be26a9,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,86.88,0.965
e403aec5-2129-4279-8171-a562c057e4fe,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,82.16,0.97
f1459fce-a58b-41d3-8634-bc0582a069ca,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,82.81,0.937
e73a0188-ad72-4a61-b04b-8855168be1d4,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,81.17,0.963
d63434ea-71e5-4117-8e56-9cff76d24f4c,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,89.16,0.948
327ed11c-5ac6-4ead-a991-a8b48a801f93,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,84.96,0.984
056d8006-cc9c-4c14-9c71-bb2aeedf18eb,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,86.43,0.946
748a05b6-0df5-4fa9-86d3-94f69f85a6df,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,89.01,0.942
36e20cf0-d171-483f-810b-68fd03d797b0,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,80.56,0.951
eedbb52f-2b5f-4f23-b341-0efdaeb3ec5c,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,86.81,0.99
31cd173e-9b70-4fdc-abdd-656e1a04ef34,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,83.69,0.95
8298e8ad-bec0-4ad9-8f49-49178aa236b8,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,81.66,0.937
1e698971-de07-40cc-9a84-fe720fedf1af,6276a613-f3d1-4ca2-b763-bcc62ebbb363,109.73,0.927
33d215d3-35c7-492f-b702-a26a32b7c9eb,6276a613-f3d1-4ca2-b763-bcc62ebbb363,114.45,0.938
54643815-754d-43d2-9e06-b45c30dcc9ad,6276a613-f3d1-4ca2-b763-bcc62ebbb363,109.13,0.928
96db1e12-d174-4fab-94a9-aea24ad00802,6276a613-f3d1-4ca2-b763-bcc62ebbb363,110.73,0.974
7817d1f1-c936-4622-b997-26926a1bb635,6276a613-f3d1-4ca2-b763-bcc62ebbb363,113.92,0.956
4f0a4651-edc4-4819-bc54-94817a531231,6276a613-f3d1-4ca2-b763-bcc62ebbb363,103.91,0.922
90731094-4739-4d6f-b38a-f7e5777690d4,6276a613-f3d1-4ca2-b763-bcc62ebbb363,115.43,0.975
0cab562c-4f3a-4e36-b02b-fd8cfade9ca4,6276a613-f3d1-4ca2-b763-bcc62ebbb363,110.71,0.927
2fec6e49-e1be-4e41-ba34-985541b2d413,6276a613-f3d1-4ca2-b763-bcc62ebbb363,108.66,0.973
5d0f20ed-b634-4ffe-a502-92caa993b4f6,6276a613-f3d1-4ca2-b763-bcc62ebbb363,104.59,0.931
79cd7de6-d8da-4aaa-9f92-d1519a7b24c8,6276a613-f3d1-4ca2-b763-bcc62ebbb363,110.21,0.958
d0252af3-1a0f-4836-8e29-8f48bc3a4a19,6276a613-f3d1-4ca2-b763-bcc62ebbb363,110.22,0.977
c969ef7f-9d2f-4816-8489-de3d3c4651f1,abf9c741-823f-4047-ae80-0254c25dfaf7,48.98,0.951
dcb88ffa-3023-4ec9-89b0-979855c0bcdf,abf9c741-823f-4047-ae80-0254c25dfaf7,45.97,0.922
a7e002e9-2b3b-4e93-98c8-ee2004097980,abf9c741-823f-4047-ae80-0254c25dfaf7,49.27,0.988
766a3177-4fc5-4314-9773-fdc0987e1f2c,abf9c741-823f-4047-ae80-0254c25dfaf7,49.18,0.952
3e102595-ccd1-4ef0-91f1-1f4d78de3806,abf9c741-823f-4047-ae80-0254c25dfaf7,46.25,0.923
a3d71716-8a35-449b-9d2f-3b379f938cca,abf9c741-823f-4047-ae80-0254c25dfaf7,47.73,0.937
7e8dcc94-d219-41d0-b980-3d0b28150d31,abf9c741-823f-4047-ae80-0254c25dfaf7,47.78,0.936
900da1de-f097-4f7c-abdf-0b362040596c,abf9c741-823f-4047-ae80-0254c25dfaf7,45.58,0.923
0cde2726-d9b0-4d82-b51a-d132422e6c31,abf9c741-823f-4047-ae80-0254c25dfaf7,50.13,0.945
ba60907b-1d8f-49da-8a69-58a00c7c5e90,abf9c741-823f-4047-ae80-0254c25dfaf7,48.18,0.939
318b1ac6-0e5b-4dc6-bb18-c8eeccb49a3a,abf9c741-823f-4047-ae80-0254c25dfaf7,46.85,0.976
097b5e17-bc46-4b63-bf08-f30fe23338d2,abf9c741-823f-4047-ae80-0254c25dfaf7,46.13,0.969
39506747-1a06-44ea-a22e-b5f56fbfaa9a,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,37.72,0.96
c5b95536-aac2-452d-876d-6f56c3d81967,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,38.47,0.957
38dca7d8-e71d-460f-a797-206c003537bf,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,40.13,0.945
96e2556d-f5c7-4fda-9eb7-64503f84277a,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,39.64,0.95
cb4f3fde-f287-4098-a958-74df1c3a0693,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,38.82,0.922
10d64af0-9454-4b45-b8b1-360c4584c129,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,38.18,0.92
e07ef4ac-2d43-489f-8d6c-a51b5860eb3e,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,38.56,0.967
fad6a628-7d6a-4fab-b92f-122e78dce2d4,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,41.79,0.934
88179ea5-401b-4cf5-9e9e-46046ad46320,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,39.53,0.978
be5eb718-d476-4d8c-b744-971dc1ed19e0,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,42.01,0.951
dce4af71-9a54-4102-8fae-a32d31ada38a,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,38.82,0.951
9ec61c11-4b93-4459-b5ab-f0ef2667202d,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,39.49,0.978
7bf23ca7-46ec-4c3b-883b-5d3148ee2b91,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,123.43,0.961
6bb5ecf5-ab4e-4bed-9f38-feaacc0035f7,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,130.38,0.978
96a85399-1ddd-4fe7-9ac9-e4fe90b44670,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,133.11,0.953
9a21a65e-c632-4f5b-a760-250b0213f9db,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,122.7,0.989
598cf73c-0ca4-49df-b776-437875d49cb4,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,128.49,0.95
80cf1239-3d53-46bc-a11f-6f162999241a,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,127.05,0.943
d7b63262-e00f-4661-9252-e6fad4f4b13c,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,131.39,0.973
5b24a297-2ef4-4cde-a4ee-2f41277684b1,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,134.6,0.924
2c81f18a-476f-4013-975d-fdcd61001bc7,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,131.38,0.967
30f39469-3181-45f4-bf89-34762e56c70b,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,124.14,0.938
fae5a9b8-da3d-4aee-85e2-e1f31f19f8f8,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,122.51,0.966
043378e0-9636-429e-b584-73b4bee99a03,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,131.33,0.958
11653b90-d004-4967-b9df-96d6c85b7ff0,ac8068c4-442e-467b-90c9-366eb7fc7bba,94.77,0.925
6eddfabe-f80f-40b6-8a78-99a3bd12d016,ac8068c4-442e-467b-90c9-366eb7fc7bba,92.32,0.973
1c8325d5-a189-4aba-8ce6-ae2d6749b229,ac8068c4-442e-467b-90c9-366eb7fc7bba,93.87,0.964
9e8352b1-e5f6-478f-b21b-3992d258fd9c,ac8068c4-442e-467b-90c9-366eb7fc7bba,87.51,0.92
58044018-fe64-4358-8bef-df1b02f08df4,ac8068c4-442e-467b-90c9-366eb7fc7bba,87.29,0.99
598f22bc-8d6f-467c-846e-c7c3c657d781,ac8068c4-442e-467b-90c9-366eb7fc7bba,85.31,0.975
c79a3284-f0d1-4db4-99e3-b4653115fea0,ac8068c4-442e-467b-90c9-366eb7fc7bba,85.06,0.963
a011af99-6e08-417c-b3bd-2b70249ba6a5,ac8068c4-442e-467b-90c9-366eb7fc7bba,90.02,0.977
1a77cfe3-ca17-438d-9f80-5f62e2ad8fc3,ac8068c4-442e-467b-90c9-366eb7fc7bba,87.81,0.978
3c6a372f-0422-4cd4-b0d8-576a5561a4f5,ac8068c4-442e-467b-90c9-366eb7fc7bba,93.47,0.985
cd3ad19c-5eb6-4614-a41e-5f1e7cfbeb02,ac8068c4-442e-467b-90c9-366eb7fc7bba,88.87,0.962
7cc09d2d-2089-4c61-8d95-786d27fa0aa8,ac8068c4-442e-467b-90c9-366eb7fc7bba,95.29,0.965
277159c9-14e8-43e7-b471-6dd43e9b8c8e,3c31fec3-4390-4ed9-99ac-e13a88d60684,52.92,0.934
8443fde6-4ed3-4f63-ae94-8b294a5ee27a,3c31fec3-4390-4ed9-99ac-e13a88d60684,52.56,0.968
da63ae47-f73b-416f-9a97-aa947e8afece,3c31fec3-4390-4ed9-99ac-e13a88d60684,53.96,0.947
6a9d13a5-c6d2-443a-b1b8-85bb8774ff10,3c31fec3-4390-4ed9-99ac-e13a88d60684,52.35,0.94
02279b00-92d5-4f2a-a09f-af220a31ea88,3c31fec3-4390-4ed9-99ac-e13a88d60684,51.44,0.947
52670d13-20f6-4e57-832c-4841b7fbc8b5,3c31fec3-4390-4ed9-99ac-e13a88d60684,49.5,0.935
0e4f4efa-3e20-4707-bb67-8db5461556a2,3c31fec3-4390-4ed9-99ac-e13a88d60684,50.67,0.923
a166c452-25b6-4a64-af90-ec06bcb91b3f,3c31fec3-4390-4ed9-99ac-e13a88d60684,51.87,0.939
15ac4104-b26a-426a-bf11-a9687a4324c6,3c31fec3-4390-4ed9-99ac-e13a88d60684,50.34,0.932
0d18e3d8-f0db-49e2-a372-e2fbe4b9ad52,3c31fec3-4390-4ed9-99ac-e13a88d60684,50.89,0.933
030c9c17-0836-4070-8f40-a1364bf9bb1a,3c31fec3-4390-4ed9-99ac-e13a88d60684,53.48,0.988
fa637728-c210-4ed4-8b9a-91ab9ab3fb25,3c31fec3-4390-4ed9-99ac-e13a88d60684,53.06,0.962
6b57f1c6-c5df-4191-9005-0531a748659c,7324117d-fdfd-4313-8e9c-1e922f46ed4f,68.68,0.984
38a6044e-909d-4a20-aea6-6b83b087de1e,7324117d-fdfd-4313-8e9c-1e922f46ed4f,72.04,0.951
d4063ecf-c0e1-4b69-be59-72fc734d31a8,7324117d-fdfd-4313-8e9c-1e922f46ed4f,64.04,0.97
df02d40f-cb22-4af2-b9b9-d230a8d14bb3,7324117d-fdfd-4313-8e9c-1e922f46ed4f,71.35,0.932
e7c8cc64-301c-4093-a5c1-a68b010f1cb7,7324117d-fdfd-4313-8e9c-1e922f46ed4f,67.44,0.989
58b1916b-20b3-4b8f-a3af-ae84ab39a178,7324117d-fdfd-4313-8e9c-1e922f46ed4f,69.31,0.922
c356b68c-6913-426d-9e3c-0b6e89054cd5,7324117d-fdfd-4313-8e9c-1e922f46ed4f,67.73,0.956
