listing_id,inventory_id,title,is_organic,rating_avg,rating_count
2fd004c8-0a2f-4ef5-a7d2-64e91931e920,27424c12-d741-4e0b-8614-f1123812fa12,Fresh Grapes - Bengaluru (Kengeri) Farm Direct,True,4.54,115
fae9ed8b-df33-4c78-bb32-8de8a0abed79,9f7b5a4c-0278-4d8b-bb78-c9fa0cbe0395,Fresh Green Peas - Bengaluru (Koramangala) Farm Direct,True,4.67,121
6e1f18a9-7abb-46a0-81bd-8f86711777f3,57a42d6a-3bc8-4649-aec4-9a1001dea751,Fresh Tomato - Malavalli Farm Direct,False,4.92,59
07dc2ed6-468c-4698-905f-f1fe021fdf17,c9805386-b76c-4118-9443-7a75ad097d7c,Fresh Mint - Bengaluru (Yelahanka) Farm Direct,True,4.59,111
e13772f0-0427-4d03-91d9-712882a3d953,9994f1a8-6a85-4569-9ecb-59f5294272ff,Fresh Rice - Channapatna Farm Direct,False,4.8,88
104009cc-da4b-4dee-a460-f070c98af59a,f777d281-812a-4087-9b2c-cc1002fbfb6a,Fresh Cabbage - Pandavapura Farm Direct,False,4.48,111
9c684ad3-ee07-4119-a505-2110e78a5f34,d53458de-796d-4cf7-9607-ef52028aa42b,Fresh Cabbage - Pandavapura Farm Direct,True,4.79,56
5047cd9e-3e7c-4353-9a40-985fe62f9d23,6ecec06c-82ac-4a17-8876-ad9605fb5ed0,Fresh Green Peas - Channapatna Farm Direct,True,4.92,14
87e05918-0a2e-4f53-8654-374a92ff2d51,b3d30745-6303-4561-983d-b1f31357e5f7,Fresh Cabbage - Srirangapatna Farm Direct,True,4.65,137
93e9ec1b-13b4-4518-96f2-a58b6118ade4,a6de2fdd-72f2-46ae-a0c5-a02fa90cde00,Fresh Papaya - Srirangapatna Farm Direct,False,4.56,149
a2871f5a-0a54-4d8a-b7a4-48f8bde8162e,4bf2473c-4441-4180-99e0-8149293b99c0,Fresh Green Peas - Mandya Farm Direct,True,4.74,80
478565a6-134b-43e0-99c5-454f4ff7cbf0,00abe4df-5c44-4c35-96bc-3592a73bbb87,Fresh Ginger - Ramanagara Farm Direct,False,4.66,179
d7fe6fa6-3558-4d24-830f-7b3e26266011,5f2c7e55-a247-4dae-9945-a5e77cbfb7f4,Fresh Coriander - Bengaluru (JP Nagar) Farm Direct,True,4.45,42
60c49867-cdcd-43c3-8ef5-25d932125183,0c05ac66-4a19-416c-9b82-c5cdd5aeac81,Fresh Green Capsicum - Bengaluru (RR Nagar) Farm Direct,True,4.5,47
ea0ea7fd-6fb0-4eed-b443-80eecde96f61,d3867a6f-bec7-480d-a8a8-71324f0165c6,Fresh Green Capsicum - Bidadi Farm Direct,True,4.5,86
ab1b7d49-94b3-4a3a-aa89-6ff904cccd84,fc26dea1-6795-49c7-a5bf-d9262a3984ee,Fresh Rice - Ramanagara Farm Direct,True,4.87,27
2105ba41-5cbc-4ba1-adaa-de4dc098d831,f45b8e2d-6f8e-4a66-8fea-bf930febbdba,Fresh Cabbage - Bengaluru (Hebbal) Farm Direct,True,4.86,112
1bdc298b-761f-486b-b642-592ca600704a,67a486c3-d25b-4afb-9708-c7ce2378c054,Fresh Cabbage - Bengaluru (Indiranagar) Farm Direct,True,4.78,35
b8258701-7eba-4efa-be89-1236720808da,93370d94-4b6f-4111-862f-774c95f7da77,Fresh Grapes - Pandavapura Farm Direct,True,4.6,12
265e1ca7-c45b-473b-b818-6c1e60c08a99,483606b9-93b0-4090-b707-a11b76df11b1,Fresh Papaya - Pandavapura Farm Direct,False,4.98,66
b4c436be-f3b0-415f-bf41-4043d721bf73,b57f019b-1533-46cb-a20e-30736ad460c2,Fresh Palak - Bengaluru (Hebbal) Farm Direct,False,4.91,99
2cc864b2-ffcd-4cd9-96ea-35cc70b7f01e,181fc5a3-1b57-4587-8550-aca485fde721,Fresh Potato - Bengaluru (Koramangala) Farm Direct,False,4.91,124
bf9e355c-e1c9-428e-906d-8e9a455ce885,e75003c8-68c9-4e2f-bdc5-c4597fa171fa,Fresh Tomato - Bengaluru (JP Nagar) Farm Direct,False,4.96,82
dc34e374-8390-4aec-9210-3712476ff78f,e88f9b6b-bbdf-44e5-acc2-c1964932c157,Fresh Ginger - Pandavapura Farm Direct,False,4.58,71
590e80bb-af16-404a-9e65-c9a5fb7cd1dd,e0ff5657-0968-4ff5-b5be-fb2be71dee3d,Fresh Onion - Bengaluru (RR Nagar) Farm Direct,False,4.54,125
119171e8-3049-4289-a1e6-20156e6d3e20,f2adc2fd-49d6-499f-b0dc-069ff199ff6b,Fresh Tomato - Bengaluru (Hebbal) Farm Direct,True,4.54,34
469de709-3edd-4ecf-b373-98a004b5f3ae,270a1326-11ef-4a16-a1aa-d5ada92514dc,Fresh Carrot - Bengaluru (Yelahanka) Farm Direct,True,4.85,46
ef1edfc3-47b7-4fd4-83d6-8e411458ec16,f1eaab9a-9f25-4ae3-8647-0e8df089a5cd,Fresh Onion - Ramanagara Farm Direct,False,4.53,50
91c9927e-dbc0-4857-b3b3-487f7a5adc1d,e290b8db-d46f-4ad1-8ee6-fcdaaba1af34,Fresh Papaya - Bengaluru (JP Nagar) Farm Direct,True,4.75,110
d58dced7-cfe0-4214-b87d-2cfb44f0ad65,b5fc69f5-2028-4c7f-a5a2-09444d594f69,Fresh Banana - Pandavapura Farm Direct,False,4.76,167
ee4ae226-aca3-4d7c-8291-771300058d27,b8de54f5-f01e-4c95-a0d1-8d25788a589e,Fresh Tomato - Maddur Farm Direct,True,4.71,112
d848e305-da92-42ae-a09b-220a4628adde,33dee0e4-500e-455d-b3f9-9ed6d1eed8db,Fresh Potato - Bengaluru (RR Nagar) Farm Direct,False,4.54,175
4db9e4de-ce3d-41d7-bdf4-3931e7243df5,acaffda4-a14f-456f-9592-b18de6700ce8,Fresh Grapes - Srirangapatna Farm Direct,False,4.92,157
9ecc0d39-ed33-485e-ad18-7a2a707c6d2a,4db1242f-9102-469b-a727-d488683ce56a,Fresh Ginger - Pandavapura Farm Direct,False,4.44,79
75b6ac0e-4dbc-44ea-9955-7a0b349e0bb4,d7c21fde-b616-473f-b295-3229f2919530,Fresh Potato - Malavalli Farm Direct,False,4.83,118
5dab8803-0ab8-4447-a6f6-08365aa53ddb,0a321c3e-f5af-4193-b466-013710b5d8a3,Fresh Garlic - Malavalli Farm Direct,False,4.59,142
da64164b-75af-434c-bc95-bda04bb24a47,3e380ed9-19db-4f77-87c3-7f2e627073e6,Fresh Cabbage - Bidadi Farm Direct,True,4.84,73
2858bb15-902c-497e-a053-466c6becf391,8646ed9a-41fe-4fac-a4b2-4cf6ae419870,Fresh Green Chilli - Srirangapatna Farm Direct,True,4.59,180
0f8e2979-fd0e-4891-afd3-3b4a418d17c1,df3d5042-e0c5-4e63-96f0-37e3d26284f9,Fresh Carrot - Bengaluru (Indiranagar) Farm Direct,True,4.61,144
40e1e05d-814d-4a4a-a54a-15d27461ead9,b9d3528a-b5b1-406b-84d1-093e1ea654be,Fresh Green Peas - Bengaluru (JP Nagar) Farm Direct,True,4.42,121
3cd3d555-a147-44bf-93ea-9a3bff52099e,7dfe9bb3-ed85-405a-b665-a544afc1ef81,Fresh Grapes - Srirangapatna Farm Direct,True,4.71,26
2be74d63-62ec-47aa-b946-d35f63ed3b81,6319d32b-0be9-43e8-9976-94a1d4037e46,Fresh Rice - Malavalli Farm Direct,True,4.47,142
798ae4e6-fad9-4806-8971-c892a9483220,5db2802a-a4bb-479d-bc87-e4f2876c0922,Fresh Potato - Mandya Farm Direct,False,4.95,57
5453d043-5f04-4e0e-8ae5-b6e6d808a04a,f85b4dc1-8a8a-42d4-983a-5bed6b9e9f72,Fresh Ragi - Malavalli Farm Direct,False,4.65,93
a606e6d1-bc53-4773-8d0e-ebb7825f84de,cd8b7c1b-eb4e-4997-b40e-bf6417617322,Fresh Onion - Srirangapatna Farm Direct,False,4.71,23
c2baad76-3877-4321-9e02-47d4f8e4cc46,fe40a24c-1f88-4192-aaeb-87e926e05ad0,Fresh Onion - Bengaluru (Yelahanka) Farm Direct,False,4.67,106
10f05ff2-ae9e-42f6-9878-a22a6ac8d86c,0c80012a-d2bb-4737-b348-f1b2901d2228,Fresh Coriander - Bengaluru (Indiranagar) Farm Direct,True,4.76,138
ee022739-4180-4dc6-8c2b-20baa685e36e,49ceccb7-ce38-4e11-bdcc-040f2f3bb315,Fresh Ragi - Bengaluru (Indiranagar) Farm Direct,False,4.72,174
43d6910f-14b0-4fa4-8763-100d2a5ef4f5,06a06375-3977-454e-9e84-fffc20b18198,Fresh Mint - Bengaluru (Hebbal) Farm Direct,False,4.99,119
ca810efa-f2ec-4c94-85c8-746258ad8064,39a6e881-9f87-4ce5-a290-f75fc1d7a595,Fresh Potato - Bengaluru (Indiranagar) Farm Direct,False,4.54,145
474c4715-f104-4b6d-98d6-3853bd790063,24b44eb8-87f1-4813-be76-22bb7db60193,Fresh Ginger - Bengaluru (JP Nagar) Farm Direct,True,4.78,112
3a4326ef-cf5f-4283-abaa-a5ee739e5cd3,53b6f9ad-9326-4462-b828-068d18535cc9,Fresh Rice - Bengaluru (Yelahanka) Farm Direct,False,4.91,112
7289e008-559a-4e6f-bd79-dcbfcdbfe553,8d7be88b-67dc-4107-8b01-037ddb9c0b16,Fresh Mint - Srirangapatna Farm Direct,True,4.75,51
c9093b22-8d92-453a-a21a-e917e2a5f225,7d16228e-0f67-470c-ba14-4fe9068ceef7,Fresh Green Peas - Bengaluru (Hebbal) Farm Direct,False,4.86,127
29678b9f-85cc-4478-80dd-b15bfdc3fc2f,26ef1a31-e5c1-4649-b106-dd4cca44445b,Fresh Papaya - Bengaluru (Hebbal) Farm Direct,True,4.82,22
97a3f8a7-5838-444e-8fd2-ebbb65ba525d,1bac48e3-3351-455d-adb0-47eb4a4e4ea7,Fresh Mint - Malavalli Farm Direct,True,4.81,78
91cc837c-d604-411e-809c-ace8df152781,a558a0a9-de6d-41de-8a0e-e627542a1865,Fresh Tomato - Bengaluru (Indiranagar) Farm Direct,False,4.68,47
e8e1f6be-df4b-472a-b946-31dfbfb43dd2,6140a7ca-bbb6-4598-939e-f4156b7e2a7b,Fresh Tomato - Ramanagara Farm Direct,False,4.64,173
f7034ed5-d9d4-433b-982e-4c12f95f649e,29b18990-f533-478b-8e31-9c06babd5a13,Fresh Rice - Pandavapura Farm Direct,True,4.52,177
5fd961c1-53ab-45a2-9703-0568fb7e8304,f697d9db-4066-43f0-bba9-8a4d8490352d,Fresh Cabbage - Bidadi Farm Direct,False,4.68,55
9f51b935-07d8-4b4c-8d00-113810aa5770,121d9602-77c2-44f9-828a-072ffaa8ddc6,Fresh Banana - Pandavapura Farm Direct,True,4.5,66
c72fff1a-1cca-48c8-8569-0e230d5647fd,d65d9ca9-bda4-4c42-8ea5-35ef02332182,Fresh Palak - Bengaluru (Koramangala) Farm Direct,True,4.55,87
6dfa977d-ac40-4b0c-9944-77f5fc5892c4,9f73da50-c853-4a4f-8270-220a5c07dfa5,Fresh Banana - Malavalli Farm Direct,False,4.65,176
7869a02c-ef9c-4865-b4e9-b8e9c7d06af4,b6618eb8-c2de-47fb-ba32-4b6e44474388,Fresh Green Chilli - Malavalli Farm Direct,True,4.62,151
01cc7f23-cad4-4c40-a54b-fae6740f8e23,b16621e7-5ab6-426c-8b6e-ac330fb41e80,Fresh Ginger - Srirangapatna Farm Direct,False,4.59,68
39dac036-1cbb-41e3-9550-b0ec6a31b6eb,f5c4b241-1c15-44e8-92a8-381aef3f998d,Fresh Palak - Bengaluru (Hebbal) Farm Direct,True,5.0,52
26aee757-06a2-4ead-ab16-d1e71fd68f1b,22837568-cfda-4bc0-b128-505c48cb8748,Fresh Green Chilli - Bengaluru (Kengeri) Farm Direct,True,4.99,111
d042b9c0-0d2c-4cc1-807d-2c6a1f82c476,99875ed5-d727-4c7a-be8c-9156e9886e05,Fresh Green Peas - Bengaluru (JP Nagar) Farm Direct,False,4.82,157
6d43cbd1-7311-4a08-b596-27572d2a9011,ed22bdfb-797b-4ec9-9876-f7c4be58e325,Fresh Cabbage - Channapatna Farm Direct,False,4.69,35
b199b97b-df40-43fe-84c4-82e07bffeb1a,c46a1ef3-22ba-4ebb-b15f-8aef558cf421,Fresh Green Chilli - Srirangapatna Farm Direct,False,4.77,45
7d3f6330-1fd3-427f-8350-6af27ef3a94a,61815c2c-855a-4a3f-8b8a-b1c61683dd7b,Fresh Green Peas - Bengaluru (Indiranagar) Farm Direct,False,4.75,48
ae9fd366-c734-40ed-a400-bcb11499a529,ea58d284-effc-43aa-af57-60301167c532,Fresh Grapes - Malavalli Farm Direct,True,4.6,94
90c03401-3bc8-4be4-a348-da1419ba95ab,04cd0165-8d51-4b31-9bb9-abd12eb83fe9,Fresh Green Peas - Channapatna Farm Direct,False,4.98,169
33b8b450-7c1f-41ce-878c-fb991290c907,6787a7fb-a17b-4d47-9a86-257a25d86918,Fresh Green Chilli - Maddur Farm Direct,True,4.58,57
fd4c43d3-f5e0-409b-a594-ab22ee5b2788,2048bfb5-30ad-43a6-945b-7a1705c44b3f,Fresh Rice - Mandya Farm Direct,False,4.59,168
6e117cbd-35bc-431a-a87b-ec32590c8c57,1ce79560-af2e-4f95-bf4b-6100535c059e,Fresh Rice - Pandavapura Farm Direct,False,4.99,54
97d5ca4f-3b66-4ca0-8ad0-5e170c9e8af1,46179ae0-b57a-4779-936c-0f8f7782b82f,Fresh Mint - Srirangapatna Farm Direct,False,4.87,12
c6b75ac5-f7f5-4a39-935e-bdda1073cdea,ae812386-35d0-42a5-b40a-b0ec673cfe4e,Fresh Garlic - Bengaluru (Koramangala) Farm Direct,True,4.63,151
86cea29e-ba3e-4d48-83e6-50fc57051a44,3169bb6b-3e89-45cc-9dc4-fcad95a13a0c,Fresh Carrot - Malavalli Farm Direct,False,4.44,20
5638747c-cb25-4b64-9d98-851c2db06d60,bc2b4cae-436c-45f9-9871-964c6178d9e9,Fresh Tomato - Bengaluru (RR Nagar) Farm Direct,False,4.63,31
18fe75c9-121d-44bc-89b9-cc601c87f43e,c440ab62-0f7b-4ce3-bcee-5b39dedb5c39,Fresh Onion - Bengaluru (RR Nagar) Farm Direct,True,4.79,167
bc471493-c860-41fb-9447-d722e0748c36,b735d919-8d6f-47d8-8e9a-d2efeb4febfe,Fresh Green Peas - Pandavapura Farm Direct,True,4.83,150
9e62c28d-8fc0-432a-b85d-e57755b7a392,cb7020b1-7cae-47af-a919-235892b1ef62,Fresh Coriander - Pandavapura Farm Direct,True,4.69,25
1bb87e6c-1ef0-4ba0-9166-0a2eb7a7df7e,1d60460c-8fa5-400b-b536-41b5b6dc059f,Fresh Tomato - Srirangapatna Farm Direct,False,4.42,55
0921c244-e74f-43b4-b909-08651f21641e,64e7b533-09ef-4c71-8313-15bd1d0873e2,Fresh Onion - Ramanagara Farm Direct,True,4.8,35
c6f3f0c3-6d77-4e67-be13-948cb6aff21e,616ac34d-4df7-4437-a20e-57e511efa227,Fresh Garlic - Ramanagara Farm Direct,True,4.56,131
cabd7ff0-1bed-4ba5-bf93-93b2b0f3cc62,1e49a0d5-f245-4f8b-b214-6db7ea5b1870,Fresh Green Chilli - Pandavapura Farm Direct,False,4.61,150
11c8c1f3-45ad-4242-b7e7-ea4567b89d10,17f2126a-1fe4-450b-8f47-88c0e5a403d0,Fresh Rice - Bengaluru (JP Nagar) Farm Direct,True,4.72,133
959a6f25-0348-4f7a-a570-d9e166145bc6,9437088b-2af3-4657-a4a9-0570a194dd53,Fresh Green Chilli - Pandavapura Farm Direct,True,4.71,158
a9adc9d0-b23e-4e5d-be77-825b68788f9f,5e256cd4-3d9f-4feb-b011-1bee8bb3579b,Fresh Carrot - Channapatna Farm Direct,True,4.48,120
02c672a6-e5ef-4c2f-be80-d74b4bdda901,706a0db4-0105-4918-923b-70cd94be423e,Fresh Banana - Bengaluru (Koramangala) Farm Direct,False,4.95,29
c550a097-fe9a-4708-a8de-917d87890596,7bb4b438-f495-4164-9502-63634afdde34,Fresh Garlic - Srirangapatna Farm Direct,True,4.92,171
53375854-801f-4fc4-9bca-a764bf6963fe,a5ddc97c-e958-4ad5-b0f0-d357ba37b668,Fresh Banana - Malavalli Farm Direct,True,4.98,37
37de3597-b603-4c63-8ff2-99e7384b7a13,5868ef2e-4f00-4128-ae16-a7f1010e7f9b,Fresh Rice - Bengaluru (Hebbal) Farm Direct,True,4.56,179
130886fe-734c-40fc-bcee-3b28bbe74292,e96a76dc-5bdd-40bf-b84b-6441236bcd65,Fresh Rice - Srirangapatna Farm Direct,False,4.77,114
f001e0a4-8020-4880-8626-0a0c1e822852,eaec84c2-a7fc-4b47-b184-dc8b213a4626,Fresh Garlic - Malavalli Farm Direct,True,4.95,107
57bec849-6b01-494e-a630-8713a61402cf,e07fb44b-caa2-482c-a762-06b131a80de3,Fresh Mint - Bidadi Farm Direct,True,4.81,70
300c236a-5cf1-4646-b74a-bd449ed18374,6803876e-72ca-4617-8f1d-bd98aba36f97,Fresh Coriander - Channapatna Farm Direct,True,4.76,34
e906f01e-ecde-40a5-a44c-9132a164f942,439fd0d8-3144-457c-b4cc-d8abef5dd967,Fresh Papaya - Bengaluru (Hebbal) Farm Direct,True,4.89,143
a30967de-2eeb-4230-9552-7c88ededd081,fd5a4ba3-1e3f-44ed-a782-cd11bf881852,Fresh Onion - Bengaluru (Indiranagar) Farm Direct,True,4.42,61
d37292d7-762b-47aa-a24a-518beba4bb0b,932679f8-66fe-4b97-b158-e0c705526048,Fresh Potato - Bengaluru (Indiranagar) Farm Direct,False,4.89,141
6fcc34f9-1490-4c70-ae89-f338a3157ec6,884ef301-8863-44e2-9522-5287bbb9a6ae,Fresh Carrot - Bengaluru (Kengeri) Farm Direct,True,4.98,133
162fd482-95af-4ce7-bd04-543854fda1fd,71252ab5-4d5a-4f62-a199-1c9f5df6998f,Fresh Ginger - Ramanagara Farm Direct,False,4.63,53
051f1fac-ec2f-43b9-90c2-9b70dc292e82,7ee5a665-1ffd-4704-a4b1-f600826f0603,Fresh Green Capsicum - Pandavapura Farm Direct,True,4.71,14
f2ae0ff7-611d-4a23-b1ee-97688a2701e7,8f2c8b5d-edde-4ad7-8346-f2fb46f25bf3,Fresh Cabbage - Maddur Farm Direct,False,4.88,90
34119d47-c8c2-4772-b53c-97c701be9620,c72f29f3-b505-4dc4-b718-c29fecdd1b7e,Fresh Banana - Bengaluru (Hebbal) Farm Direct,False,4.58,145
139302a4-3980-4643-9f18-f7f19af45373,306f0671-32d4-468c-a923-ddc2a083d749,Fresh Rice - Bengaluru (Kengeri) Farm Direct,True,4.77,88
d9e5f240-1361-45c1-8b4b-b95f01f4c109,b17a0189-32b1-46d9-9b1a-22e87ee3642f,Fresh Pomegranate - Bengaluru (Hebbal) Farm Direct,False,4.83,178
fee147d1-51c3-40ae-a709-35b54c350331,31303cb7-1e40-4c70-bf6f-80c4b5f78bfc,Fresh Green Capsicum - Bengaluru (Kengeri) Farm Direct,True,4.59,47
32c03fc7-af45-4e88-8af6-93a873e81ad5,8dec2a9f-3f80-41ba-b520-b1de821d5c69,Fresh Pomegranate - Bengaluru (Indiranagar) Farm Direct,False,4.42,158
2e16a932-bc24-4b72-b994-cd2c3554539a,bc5b0342-b965-42cb-96cc-8bc15ef762ae,Fresh Mint - Bengaluru (Hebbal) Farm Direct,True,4.8,141
2b537ff2-8ee8-461a-9037-6341600cbf5f,951b5992-97b5-4cf4-ac4c-45765e8a11eb,Fresh Green Peas - Bengaluru (Kengeri) Farm Direct,False,4.48,78
ac50a9d6-f382-4ee3-af21-25a4d7df3eb5,38595e59-f027-464e-98f5-4c1ed50b697d,Fresh Green Peas - Bengaluru (Yelahanka) Farm Direct,False,4.85,90
c9813573-f89f-44c9-b0e1-a585d1da29ae,3eb80692-c833-47bd-a9aa-924bdc185603,Fresh Mint - Pandavapura Farm Direct,True,4.92,161
3a552307-6f65-4c3a-a54d-d271c022e93b,b702e5be-58cb-4117-a3d6-ea6d591e29a4,Fresh Onion - Maddur Farm Direct,True,4.65,50
a4ef8596-5999-4b27-a3fe-44558bcaa2df,c7d849df-6bc4-4288-a26c-03ceb415e363,Fresh Green Capsicum - Bengaluru (Koramangala) Farm Direct,False,4.83,32
c9258ea0-ea2b-40d1-ab14-ea7cc785ea80,b0f3d800-e54b-4bb7-9f3f-2fa100c21fde,Fresh Mint - Srirangapatna Farm Direct,True,4.53,55
8a79f0bd-7f06-4ca9-80fe-75a8a001957d,01327f8e-bff4-4bf7-952c-9675da11d832,Fresh Green Peas - Srirangapatna Farm Direct,True,4.78,115
8124d850-f372-4140-92f6-6ff393d8ad94,6ad211b1-0e72-4963-b707-1e92acb2adeb,Fresh Pomegranate - Bengaluru (RR Nagar) Farm Direct,True,4.94,147
5b8c6336-1da2-4e93-a5fb-3781c59c29bb,39e19a70-caab-4bcb-bdaf-a7a0db1f1ad1,Fresh Tomato - Bengaluru (Hebbal) Farm Direct,True,4.61,45
5f90699e-3465-4122-9081-7f2f754993e4,981f1985-0115-4860-a2ae-45f46847dd2c,Fresh Garlic - Bengaluru (Yelahanka) Farm Direct,False,4.57,145
d6793f9d-f087-485a-a0e0-09ea5616fcef,51a74b76-43b4-4bad-8dbb-5e6f19038d2e,Fresh Mint - Malavalli Farm Direct,True,4.69,60
ccc17542-0192-4e15-82a8-2224b628efab,35758509-fb1e-4633-99de-25260c01a086,Fresh Garlic - Pandavapura Farm Direct,True,4.75,55
90e24580-e2f0-49ab-99ce-79902d5d35fd,17efccae-9a01-477e-9210-b2fd6734fe9a,Fresh Ginger - Ramanagara Farm Direct,True,4.77,164
267bcafa-37c4-4b02-92c3-b227652497c8,e65157a3-381e-4b01-8a03-cbbc7038a548,Fresh Carrot - Bengaluru (Koramangala) Farm Direct,True,4.47,76
096c9ad4-ee1e-4a86-a373-291bc197469f,a61a2f4c-33cf-4878-b743-d90b02609d48,Fresh Cabbage - Maddur Farm Direct,True,4.46,145
74396c83-e782-46c3-9710-c78913d5a49a,d22de1b9-65e4-4c9d-9dbe-f19bd09e202c,Fresh Cabbage - Srirangapatna Farm Direct,False,4.47,39
85c12524-3123-4562-93a4-a52c898f4518,3061ad9d-0d63-473a-8fb1-371d3473011c,Fresh Green Capsicum - Malavalli Farm Direct,False,4.65,53
9f9f1e08-6d32-48a2-a341-bbaba82c8f65,f8a12906-df5e-4e2f-9cb0-a37dc5b1e793,Fresh Ragi - Mandya Farm Direct,False,4.41,34
4ac755cc-3384-4c38-89bd-810d4afee67e,6e2e92dc-8f05-4fd5-8479-fa504468eaa3,Fresh Rice - Malavalli Farm Direct,False,4.83,77
2fc6e23e-4b20-4c24-9330-6bf4084694bd,4dddcb4b-81c6-41e8-98b0-98e8091dab49,Fresh Papaya - Bengaluru (RR Nagar) Farm Direct,False,4.5,22
3d4ce172-6260-4dfa-9af8-74eeb46f6ae1,a1fb2879-abcf-437e-bfd5-69cb6f858f3f,Fresh Ginger - Ramanagara Farm Direct,True,4.93,14
a6f0bc98-cd3d-4600-aa52-1551395a9aee,2e3f0b5f-299b-4053-b1bd-b7685fdf2722,Fresh Green Peas - Bengaluru (Koramangala) Farm Direct,True,4.46,99
0f8ffc1d-42dd-4b60-a223-644c0eb7d1c4,5fad4f4f-c451-4d55-86fc-7883290394f0,Fresh Carrot - Bengaluru (Kengeri) Farm Direct,True,4.69,119
58ea5898-e09c-4e6b-81bf-211261419595,f57083bb-ec99-4860-af09-506acf15bb1b,Fresh Carrot - Pandavapura Farm Direct,True,4.75,157
6d8943b9-0740-4df5-a7a1-5e1755570fc2,c8112071-9e65-4c17-b6fa-2e45db19b069,Fresh Green Peas - Malavalli Farm Direct,True,4.93,45
38725919-c9be-41de-a4ce-7ca2b20d2220,90ff5d7f-6fb8-4265-960b-4bb1ef8cbcb2,Fresh Pomegranate - Bidadi Farm Direct,False,4.59,146
83ca398d-72d2-4e50-b32e-53acfaf9f224,70f84aeb-f09e-43a7-8e15-28afa2bbec3e,Fresh Rice - Srirangapatna Farm Direct,True,4.82,36
cb56deaa-8d41-4adc-8a3f-3bdf869aed1e,11cf476f-5c53-4dcd-95d1-0dc4dbdcfbde,Fresh Green Chilli - Srirangapatna Farm Direct,True,4.74,168
acea3378-4bf7-4d40-8a6e-bab5fadc2196,209ccd08-6426-4165-88cc-e9663beda513,Fresh Tomato - Bengaluru (Yelahanka) Farm Direct,True,4.44,137
