delivery_id,order_id,delivery_agent_name,delivery_status,tracking_code
a031dcf1-7eb4-4e22-9647-2c34b5c3fe7a,a27e5196-a6ba-4b69-b2d3-dcd6b02bc4f3,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-28169
4da25e57-2fa5-409a-9c88-e2e8dbda0ee5,4e28bc50-6044-4de9-993f-65c92d878fa9,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-54000
07d8f0db-23cd-4ff0-acb8-4a1b18e16aeb,00fd2a23-969a-4fa6-b06a-b97f5b40a31f,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-95070
703aa675-ebcb-4edb-be04-4d9ba1e400d3,c607e91a-7598-4b13-94aa-bf3ae0b6ac65,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-70014
f604ecb0-7624-4b16-a716-ab50809c4eca,f95eadc9-ff1d-48f2-8619-dc06c5990669,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-34780
e0cb9b43-5e23-439b-97a8-26097e939ff2,d81ca4e8-6b59-4760-8c11-e322d747c4bf,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-69759
ff3ab623-d304-4f12-9d61-0f9a39d6cf1e,ec8c9fb5-ea01-4eb2-8e04-0ed4abe9ff90,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-29055
87ac4e49-3d0d-4340-85f9-9176a5fd93f9,e06b2f9f-4ea4-4481-b4ac-0c86bf889874,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-28274
7158d123-e285-4803-bdb3-478885bb7cf1,d9fe8d82-5013-4ecc-952b-1502f3ea0a5c,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-77050
53d3aee6-fb5f-4db3-9142-bcda72ef2c62,83f43cc7-68cf-4f5e-99e0-e6b8ed103577,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-28293
0cbd3d4d-ec06-4a8a-9cf3-ced0c21ffcf1,90f0356f-f7d9-40ae-a4a9-fdd3cc8738fc,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-49834
27d8b4e1-563b-45f8-8df8-87e6f89e27db,d620855b-71d0-408a-addf-93884ea8d20f,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-88497
de460e89-4ad8-4ccc-9a46-53ed8dda1bc7,7b60910f-f045-49d0-9151-7a2f87edd3d7,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-35403
65bbd0f2-4345-4fad-a3be-045ba710ecef,fd5745bb-9f29-4d36-9371-e4fae1f60bc1,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-78898
4c20879f-b270-4d66-93c7-733f95460466,760fa665-1e4d-4e63-83ca-d8f821a65bbc,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-49935
cbc87479-e685-471f-9327-96f00295768d,9e64afc0-a264-41eb-9f2f-5db005e16aa1,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-49537
34032b09-04b7-4ac5-ae7e-a5e0957962b0,47a0e423-06e3-4cac-9ef2-aa37012a7dad,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-80402
fac8be68-0ec1-438f-a638-276b2ada3ea3,89a72a8a-b648-4b88-91a6-99c229162c08,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-83024
cb3a3dee-8c20-42a9-a728-79c4f01ac6ae,5faca890-f6fc-49ed-91d7-1b7f44cd338e,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-25626
256cddac-cd4e-4ee5-9430-99df92f1c485,98afe395-166f-4c47-b788-8ede5e125e0d,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-72367
73f5ccc3-f992-4680-90e7-cd501a69883b,ef4dbc74-3726-401c-8e83-debbe0026db6,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-99024
dde0f7ad-a25b-4a2a-be17-8fc6b3d90731,af51b2a5-ba2a-405c-9973-887d3ef76992,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-50954
679e1974-3322-44d0-91d9-7ff6263af1dd,ced5c039-98e0-4420-90a1-eb5bccd1a899,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-56041
b4b3af1e-b928-48fa-a35d-17ef1fd0cac6,8c1f5b26-fbe7-4c67-9342-417dfa3180ff,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-31840
3dc08267-f5b3-46e0-9891-e17edc733df0,24364876-ea4d-4261-bdb6-2c548d9827e8,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-96960
c4900a2d-f472-453e-8a0b-65fc0b609e7f,22aae1cc-5017-4497-8bd4-5313f9ad6c84,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-29722
cf8cdfd6-9af2-4034-b90c-a1e3921a9bfb,c8eb024e-15d7-41b4-abdc-010b77cd1b6c,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-96333
a9ce189b-1380-4918-b8e1-ad0a255377d2,a9becdf1-e37e-4129-8fcb-58ed3ecf9efc,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-43004
2c20bdbe-a56e-45d7-a6e7-0711e27e11c9,50405f75-1516-4b92-835c-f3ddfc627b44,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-94593
ceb03c58-47a4-4c70-ae8c-f7469f44e0a9,196e0987-19f8-4036-9f8d-66a4a07f555b,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-92752
95e1501a-e425-4d10-b088-cefd162d5ddd,add4456b-73f7-4371-af4f-1e47f938ed78,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-62515
039f78df-6d93-47a7-8b81-42555e8688b2,081eb6c8-3a72-409c-a584-fb48c95c35cd,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-84762
21266f31-8593-44cd-9520-362a68fe410e,c847fdae-6b70-4ff2-897c-43362b8ae2e3,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-39423
0dd6ad84-4b3f-4965-a30d-c1af6c9337fd,e19a22b2-a8eb-4412-b25b-5f24df2aa20f,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-69110
3753a28f-a0dd-4e3e-8314-9d6e79bbc088,3154f1f8-46d3-48f5-b10a-32edcfab88c4,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-56439
f1cf800e-b0ae-473e-b1ba-b1194b4ef5d5,98c766ee-a589-494a-acae-838cb1558684,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-66744
351229e6-3699-4edc-8777-23d8fa326b8d,3b67b0b4-80d4-4bac-85c8-598b4cb470e6,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-14700
641851dc-c1ad-414f-b023-0b53e88c36cb,440fbcc8-f013-4ccd-8354-9704ec6876a7,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-45755
8d1c8265-95ac-4513-912c-b89897417b84,6e7883ac-5c42-4c23-bad0-18c8a150caaf,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-92359
189cb828-f1f3-4813-80d6-a081d76912eb,3ab256d5-57fa-498e-b98c-c88f24837d51,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-62742
d024a203-f0c3-49cd-86a9-1c2aebf2089d,ea044190-ccb6-420d-861a-0b3f5344650c,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-83801
0f850c1f-5117-4d2b-ac41-c3b84a37612e,d5270570-f983-46b7-8bb5-accd2a092230,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-29478
81008cdd-0b69-4e4f-84d3-dda19e0b9bad,c3b30160-e075-43c2-9405-de46db4940e4,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-51149
d5c29ea6-2c26-44b5-823f-9c6750338b96,8f203b0a-3e92-46ba-802f-661d7f705970,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-49688
4343a83b-b94c-4857-b0b4-f38531191d54,d4472519-67a3-41da-8dd3-a18c0e8b7e58,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-72126
28b7dbe7-c0ed-40f5-9811-c7b1ccf0f4c4,1babe19d-7b62-4dec-a83a-e71976edffa8,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-40396
e5927682-82ab-4f99-a860-580912434608,58399cbc-8a10-49f6-a488-f5f3bc6c55f5,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-96108
19934d76-7b98-4c50-a047-5941d0c03981,6dcf811e-74fc-44dc-af84-a4ecc0f8a05d,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-57026
1cc0d46c-48e2-4982-86c8-4c2d1a2d67f7,e33f43a2-fd6c-495f-9fc2-095346f93264,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-69917
3c399e24-70a2-4da8-86e3-684977a8e850,2bb684c4-da45-4b43-9e01-bb508333c353,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-36462
54d5bcb2-1dd0-4a04-9655-ad8d1cfe69be,a79b894b-ed71-467f-9fab-3e86ac46c950,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-13901
3981adb3-9255-40fa-9473-743774690a46,a610bd56-41f4-45a1-b2b1-39f68b85a811,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-64959
ce0343f4-2324-4031-a339-0ed4b80d68e3,ec601616-3297-4522-bc6f-67df4c25ce07,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-49522
ab307007-603e-46de-bf47-f3fde9c2ca44,03d426db-b5c4-4d2c-bc45-07e22a293fca,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-49054
8214813e-89c2-49dd-b363-946e19640b15,bd2c53b0-cd7c-4f87-a885-b8bf69d098b4,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-22091
92be6ca1-a477-4943-8364-b795205f24d5,efa74033-d604-48cc-8683-994aa9657d99,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-69993
07ec303d-3cd5-4797-84da-5fb58cbbdc46,89676bc2-c639-4c15-8953-d6dcf00a768d,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-73691
2240bc50-29a4-4702-a600-5dac67e0749e,6562c62a-5cf9-4884-83ad-c459fe607d36,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-29527
9c594e6c-7bc7-41fd-a6e2-eb2973400da6,062225d5-54a4-47a0-b2cd-da15418f6013,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-94562
3d850888-2933-4799-9d01-b26f9e470cd8,35cdf1e5-0e9c-4c76-8eb0-0acec0ec54fb,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-15896
616338e3-96de-4add-81c7-ebb36d2e4e5a,a3d85e31-4978-4646-9ee7-6eb7f3615229,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-51948
57295eef-5b18-4380-accb-1f6731f9bce0,6e6f723c-2b92-4c00-a819-18910c5542e5,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-98486
0fee5945-25fd-42aa-ae81-ce1b1b80b710,76677d99-cd64-4f19-b4d6-f91763432ed1,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-45822
7e60d6dc-45d3-47fa-a4a8-4876026a2e45,8cab8283-6c82-43ef-aee2-e433f84e4cad,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-37606
f13a9328-6b94-479a-bde0-3bccdb4521b4,36fd085a-4932-4960-a6a9-322d07e298c8,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-56919
a837cfe2-10f2-4523-be8b-1053b7d0c13d,d936fd8c-a047-4870-8383-a81ad934229e,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-46352
d7b58da8-9b09-412a-8f65-9d266ecc0998,85928a15-65ef-43fd-b07b-0e956cdf7528,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-57378
1a34d26e-7e9e-4634-8d95-1933a628dd4f,5f8c7034-827d-4a2b-b4b2-03e7f0fc72d1,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-92090
f9ccd743-6229-4a92-a1a4-fd186889caa0,11e35812-83fc-4f82-beea-1eb511476536,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-67923
92f60ce9-d2d5-4c57-b207-ea29ece228d4,bf73f7b2-c4d3-46b4-a513-ad683c076398,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-11610
17610de5-4697-4886-8d5b-e4d319b9b86f,065b8f2d-8dd3-4752-8978-bd522d443206,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-86502
ddfd3d63-7f6e-4be8-9393-7cdc021d3f3b,15a756df-464c-4ca3-afd0-7e5deb20a3c6,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-90753
2a44b068-c3bc-4888-a764-d91527fd13ca,703961df-183a-4550-bf2a-6ff50b1ec154,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-56908
8808651b-70eb-4950-b8ab-61fb84f1da36,11838048-06ca-4e39-9693-13f1b7608e0c,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-12751
5a5e9057-8561-4703-99db-2c0a662ae649,33baf3bd-08b7-47d4-8c70-83de5f515588,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-34856
9a080e77-d4ba-4b32-8f1d-92927fd5c8b9,1cdc2616-8bde-4bce-84e7-44d5ee3cc32f,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-37425
d0bbc509-81e6-4bec-b03e-5b6f8dc3b0c2,b5f5520c-d14c-440a-8642-c7d67440091f,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-40721
b236cb16-384c-4229-910f-7b8ede7cf246,03b2cd0a-07aa-4f0e-9a50-475af60fc601,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-45785
04151e5d-b15f-4ef8-aeff-d5bc07262419,f8fc19d8-1074-4309-9d69-74082a77ec38,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-34987
bed83f61-1bb1-40f1-8200-26d94ece57c6,80bd9930-89e9-4dd1-aa8d-7525e584a6d2,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-40634
6f8924c5-f579-459e-bee2-bb036d701a08,2756c2c7-3974-48d9-bca2-0253586b7098,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-54541
40fae8c8-9731-4445-aec9-3bbda4559eac,e40c6d54-97db-4eac-8544-8ceafb02e3ee,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-34685
0ca59468-25c7-47cc-bf2c-8af4f8f605ec,76b0fdc9-ecd5-4ad2-b8ba-a5d1a81031a1,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-17530
32b55206-3232-462d-ad9b-4b78719b420f,9c8b19e4-bbe9-46ce-942b-d5597876dd64,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-36437
6e540354-99ae-4352-98b9-28e545eb99a7,f8159a69-60cd-4745-abac-f4eb90d7f4c3,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-42654
17df72d8-3fce-4954-83e0-63b23b4ec76d,fdeea3ab-25ba-40d6-8f6b-6b1b91d6fd24,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-52731
e5affb15-d222-454b-bb8c-b51aea47365b,576001db-a8a1-4cca-ac5a-3c6a2d3c81b5,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-71707
a90f76ed-118e-4bbe-951d-52f0ab4dffd5,c8a133a8-66f2-4e22-9994-df98fe68873e,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-61199
f89a5089-c8cd-4ada-8335-e21371c60c7d,f3840c77-74c7-48f3-bdc6-e25689b5b52a,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-15768
4ac02093-7458-40a4-9318-7b8a55b57ad6,88df8c67-a9a4-44bc-a669-5783aa9ab85e,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-58362
6de74ede-cdb7-4028-88e8-fc6b21ecbf66,5b98abca-a0c8-4fa0-9b66-73498b3c86e0,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-68839
5ad22719-425e-452d-87e6-e7e454e51670,28953df4-c62f-4a7a-931f-e055e58518c0,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-88390
9c7fe0fc-4996-4164-8382-11824871e6c2,17417889-a07e-4c05-9789-d7eab3b86adf,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-67981
e1549f53-80ae-4443-8160-724bb16c36e0,ef533122-914d-46d6-80ef-dad530d64c6a,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-65576
5087463d-56b7-46e7-b5cd-f025300d3fb9,c2482b50-68a4-4047-b24b-2d13aff4f9b8,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-88011
f01d0799-8a0d-4aea-b918-a40dfb7d8ec2,8f417fbf-f989-4234-a3f6-cfafa1cbfb67,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-43457
b89ac1ab-02ee-4845-8d37-23a4e5d8d052,78c01abf-e2a4-4e54-b422-c94120d94f15,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-86829
08823052-4045-4212-ba08-1ce4c260629d,74da64c9-1d66-4a3d-aba0-8ab468d02e78,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-78807
193730d1-a3a8-4b94-bb45-40b95a066f4b,aa8b7ab7-bb4a-410b-ab7e-1b7e2d4a99ac,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-59509
c1f55e5d-4b05-4c7d-a9ce-cc9160119edd,cbefdd04-ffd8-4c9d-a8a4-5e2015f10c85,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-17502
aa54a8e7-27e4-4c1c-a111-64b3c347575a,7e3f2a2e-b5b8-46f6-9360-439d507ea13b,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-12179
cd8d5860-6a72-40de-b86a-61976c4586ca,dcf3761a-00bb-4004-8058-333f603afd73,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-32027
3ba0e4bd-a497-4eb4-9c1c-eb0defce21ad,e328a304-b62b-48d6-a601-924b88268553,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-80063
fa55e8eb-b0a8-44fd-a8c5-af5500ccd8ae,6318a73b-c976-4e7e-88e1-2434ab456548,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-25218
e91768d7-9add-45ae-b1dd-87c34269209d,9cfd9cb2-369e-4e73-8fb9-7ff637625f8f,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-28966
ed04e375-2c96-4f76-bf96-b2050bc5d991,3bacce85-8db9-41a2-949a-1ef5ac9a5ae6,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-17708
ad1827c4-4017-4c58-8483-543111f3a685,2244b034-d49a-4166-9ac7-50f255831628,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-61257
1e06ec2f-bdf9-425d-af6b-fb3f820adf92,a2a4054b-1960-424a-8fcb-6aee9eebc4b0,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-85455
f38f3cae-308c-4a5a-b204-8e4b6bde3203,34f2d204-5c94-4cdf-8619-e078a72fc7db,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-42112
9852fddc-eb8b-415b-b17c-82ebe651c538,ce6414d7-898b-43c9-bedd-b1e54579738d,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-94070
ac7d3d03-6d62-4bf0-9e1e-4459729e3d3b,8b664691-0d5b-42bd-b209-aade089d039a,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-88525
fb2f5e34-ad64-49a1-9e7b-13bb1cf0ccf0,069fb7ef-711b-4eec-9efe-cb0107709635,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-65450
15eb67bc-9dcb-4bf9-8e2b-ab4238c5dc60,431600f8-ad49-4815-b8bb-84423448812d,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-82069
a6a1f1be-2c63-4a3a-ab2a-a9cab0216dc2,97f42667-f68f-48a3-bd0f-839a3f5fc50c,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-66836
a8d9c8ce-9ca2-45af-b15b-a677f14dbbb5,d0792eb5-274b-46af-bbdb-fec3c977dc43,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-79006
6cec5a7b-58db-4764-a53c-a4d3f9f6a726,2b37cdcb-11bf-4b6f-bee6-92785c70e849,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-28700
83e42501-8761-4374-b538-d41e2ba8dd3b,cd97173d-624e-46f3-a9ed-37cec7af225c,AgriLink Express (Hebbal-Yelahanka Corridor),DELIVERED,BLR-NORTH-41462
fddefacc-1377-4b3a-af4f-4d7c4c3336ed,580b4b92-cea1-452b-89d2-1c178d642d55,Manyata Express Cargo Rider,DELIVERED,BLR-NORTH-42011
6c13ebeb-d327-4aee-8ae7-cab50a94944a,13e4f83d-a176-47fd-bbbe-3f9cef1eaef4,Devanahalli Farm Direct Fleet,DELIVERED,BLR-NORTH-59688
bae38dfa-7c56-4e70-a4a8-952b91bd27ef,41a81e05-c062-4ba0-bb73-4ca73fa262fa,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-70339
f39babff-eda8-4c7f-b984-acf60d85c1c1,3cf8173d-5e5b-4ea5-9351-8967b25222c1,Sahakarnagar Local QuickRider,DELIVERED,BLR-NORTH-45321
488f0e47-fe70-4fe8-b944-74d3c00b1a0c,9826c83a-34fa-41ed-80d0-122c2ee31021,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-52583
90819cd6-74db-4e5e-8683-69ba46772b97,ef5ad98f-4d06-40ab-ae8b-1a9670b7a129,North Bangalore FreshVan Logistics,DELIVERED,BLR-NORTH-77009
