inventory_id,farmer_id,crop_id,quantity,price_per_unit,grade,harvest_date,status
42e42668-1fcf-45ef-8709-87944fef843e,20d63db2-5006-484a-8c54-f8dcc6278c07,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,1780.15,131.34,A+,2026-08-28,AVAILABLE
8262093b-1024-4186-89af-3036f14bce35,ca8d2b80-7748-435d-94b3-3edca250909e,59533992-5f56-4fd7-aafc-039199e5d9d6,2325.35,57.6,A,2026-08-30,AVAILABLE
dfb40e2a-4502-463a-a83f-5fb9ed051cc4,7104a6a9-a565-4010-a9e7-9cc78aa6a96e,b64ca3f8-fd63-4652-b8ab-d082ef554f58,2899.89,19.58,A+,2026-09-10,AVAILABLE
19473edf-0fa5-407c-bc0f-f1feeba5b79c,776264f9-3f5e-442e-91f2-36d1f75ad34f,7324117d-fdfd-4313-8e9c-1e922f46ed4f,2087.98,62.31,B,2026-08-30,AVAILABLE
e6dd0677-9297-4491-a643-ccfb79acaa82,582778a6-5d96-41de-af5a-938934cadf8e,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,2993.29,84.56,B,2026-09-01,AVAILABLE
602b94a0-9a71-421b-aa9b-7f5762ad41d7,5cd0a720-0008-47c4-b684-2d3090f39597,ef45df06-ae20-45cb-9c78-f423589fe7a0,1081.75,19.54,B,2026-08-25,AVAILABLE
827b991e-9075-489d-b0d5-38d66705e677,9913ea9d-f93d-4515-b99f-ca6dba4d5fe1,d98d579c-c9b5-454e-8a92-971240c312eb,956.77,45.91,A+,2026-09-07,AVAILABLE
27424c12-d741-4e0b-8614-f1123812fa12,cc1ac55f-3cd2-4299-9ddf-0358d31a94ed,ac8068c4-442e-467b-90c9-366eb7fc7bba,589.4,80.82,B,2026-08-24,AVAILABLE
9f7b5a4c-0278-4d8b-bb78-c9fa0cbe0395,8cf697ce-1498-418c-ac8a-31c7c3e8f492,55048485-b49a-41a8-831b-42e14f8ce5f9,1950.2,73.47,A+,2026-09-10,AVAILABLE
57a42d6a-3bc8-4649-aec4-9a1001dea751,8e9111b9-55be-4adc-a401-cc9cecf95280,abef6b46-97a3-4d47-847a-0a058895e915,2137.83,34.65,A+,2026-09-08,AVAILABLE
c9805386-b76c-4118-9443-7a75ad097d7c,559baecd-70dd-4f56-a2e1-20e8187cc4f4,b64ca3f8-fd63-4652-b8ab-d082ef554f58,655.46,17.68,A+,2026-08-26,AVAILABLE
9994f1a8-6a85-4569-9ecb-59f5294272ff,073a3bfe-6f95-4fda-9311-ba1cd2322649,7324117d-fdfd-4313-8e9c-1e922f46ed4f,413.56,64.98,A+,2026-08-27,AVAILABLE
f777d281-812a-4087-9b2c-cc1002fbfb6a,ca8d2b80-7748-435d-94b3-3edca250909e,68333e4b-e52f-429e-9139-07cc61dc5eb0,994.5,25.8,A,2026-09-07,AVAILABLE
d53458de-796d-4cf7-9607-ef52028aa42b,621432f7-5826-44e1-9f8a-c5233c581b05,68333e4b-e52f-429e-9139-07cc61dc5eb0,1758.43,27.35,A+,2026-08-26,AVAILABLE
6ecec06c-82ac-4a17-8876-ad9605fb5ed0,776264f9-3f5e-442e-91f2-36d1f75ad34f,55048485-b49a-41a8-831b-42e14f8ce5f9,1509.75,66.91,B,2026-08-31,AVAILABLE
b3d30745-6303-4561-983d-b1f31357e5f7,be88c04b-3051-46b0-8145-0046616fabd9,68333e4b-e52f-429e-9139-07cc61dc5eb0,649.78,27.03,A+,2026-08-24,AVAILABLE
a6de2fdd-72f2-46ae-a0c5-a02fa90cde00,103bd673-5fac-4d44-9abc-b85551b0019d,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,1507.0,34.99,A,2026-09-10,AVAILABLE
4bf2473c-4441-4180-99e0-8149293b99c0,b064b84a-fa0f-443b-9994-761564cef1fd,55048485-b49a-41a8-831b-42e14f8ce5f9,2359.76,76.48,A+,2026-08-26,AVAILABLE
00abe4df-5c44-4c35-96bc-3592a73bbb87,1310acb9-0418-4094-b51a-f6a258612ebb,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,1662.77,91.55,A+,2026-08-27,AVAILABLE
5f2c7e55-a247-4dae-9945-a5e77cbfb7f4,6e6a737f-4f6f-4558-9ed9-e00d17b7b09c,ef45df06-ae20-45cb-9c78-f423589fe7a0,2634.44,15.47,A+,2026-09-02,AVAILABLE
0c05ac66-4a19-416c-9b82-c5cdd5aeac81,45414e25-4655-4f7d-aa36-bc7ddf0b0861,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,2447.25,66.71,A+,2026-08-30,AVAILABLE
d3867a6f-bec7-480d-a8a8-71324f0165c6,b70b968a-91bc-48aa-bfcc-61cf84066d1f,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,2431.89,66.37,A+,2026-08-24,AVAILABLE
fc26dea1-6795-49c7-a5bf-d9262a3984ee,63c8e507-4eb2-40a9-8016-f12e7af9b414,7324117d-fdfd-4313-8e9c-1e922f46ed4f,860.64,75.3,A,2026-09-07,AVAILABLE
f45b8e2d-6f8e-4a66-8fea-bf930febbdba,491d6710-4ea0-429d-887a-bdec9e549357,68333e4b-e52f-429e-9139-07cc61dc5eb0,2128.17,24.91,A+,2026-09-06,AVAILABLE
67a486c3-d25b-4afb-9708-c7ce2378c054,1cc4207c-2d70-4663-bb99-93d6abd8e18b,68333e4b-e52f-429e-9139-07cc61dc5eb0,1766.08,26.06,B,2026-08-28,AVAILABLE
93370d94-4b6f-4111-862f-774c95f7da77,11ddeaf3-66a9-4648-9176-c97bd9b51146,ac8068c4-442e-467b-90c9-366eb7fc7bba,2269.42,95.26,B,2026-08-30,AVAILABLE
483606b9-93b0-4090-b707-a11b76df11b1,666dc0b8-40a6-4ccb-b64f-53f92c033f9e,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,1933.73,42.37,A+,2026-09-08,AVAILABLE
b57f019b-1533-46cb-a20e-30736ad460c2,c538d323-4b74-4d7c-b4ec-02dfddd70fff,178c56a4-1347-43a1-9c70-b8ad4e14aebd,1022.77,23.38,A+,2026-08-24,AVAILABLE
181fc5a3-1b57-4587-8550-aca485fde721,be14bc31-9c77-413a-8a70-ca2135c23384,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,370.76,34.73,A+,2026-08-27,AVAILABLE
e75003c8-68c9-4e2f-bdc5-c4597fa171fa,9a3ee620-3fb6-4fd4-8d91-db76a318c35d,abef6b46-97a3-4d47-847a-0a058895e915,2976.17,37.18,A+,2026-09-06,AVAILABLE
e88f9b6b-bbdf-44e5-acc2-c1964932c157,666dc0b8-40a6-4ccb-b64f-53f92c033f9e,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,811.14,81.73,A+,2026-09-05,AVAILABLE
e0ff5657-0968-4ff5-b5be-fb2be71dee3d,03b7ae6d-a038-4db4-8c1e-7fc035b55b85,d98d579c-c9b5-454e-8a92-971240c312eb,2134.8,35.71,A+,2026-08-26,AVAILABLE
f2adc2fd-49d6-499f-b0dc-069ff199ff6b,5274ea89-1cb4-4f04-9c42-24e313345a85,abef6b46-97a3-4d47-847a-0a058895e915,2111.14,41.62,A,2026-08-28,AVAILABLE
270a1326-11ef-4a16-a1aa-d5ada92514dc,0f6a779f-384d-42bb-8630-e1528d8df762,59533992-5f56-4fd7-aafc-039199e5d9d6,994.99,61.29,B,2026-09-06,AVAILABLE
f1eaab9a-9f25-4ae3-8647-0e8df089a5cd,ce167924-8111-42bd-839d-587ec45d90b8,d98d579c-c9b5-454e-8a92-971240c312eb,1629.08,35.81,B,2026-09-05,AVAILABLE
e290b8db-d46f-4ad1-8ee6-fcdaaba1af34,025a50c9-91ce-4596-88d1-305f566a1c5a,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,2591.09,35.04,A,2026-09-07,AVAILABLE
b5fc69f5-2028-4c7f-a5a2-09444d594f69,5cd0a720-0008-47c4-b684-2d3090f39597,abf9c741-823f-4047-ae80-0254c25dfaf7,998.35,42.81,A+,2026-09-02,AVAILABLE
b8de54f5-f01e-4c95-a0d1-8d25788a589e,50861338-e61d-45ae-b7e4-3cae2e1e8629,abef6b46-97a3-4d47-847a-0a058895e915,2555.84,39.81,A,2026-09-01,AVAILABLE
33dee0e4-500e-455d-b3f9-9ed6d1eed8db,6923de22-4eb3-4755-943a-b79bd8080890,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,2368.7,34.82,B,2026-09-03,AVAILABLE
acaffda4-a14f-456f-9592-b18de6700ce8,af5ba54d-7b4b-433c-96da-ba2adcba27e3,ac8068c4-442e-467b-90c9-366eb7fc7bba,2675.08,76.83,A+,2026-08-30,AVAILABLE
4db1242f-9102-469b-a727-d488683ce56a,621432f7-5826-44e1-9f8a-c5233c581b05,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,1675.36,76.66,A+,2026-08-26,AVAILABLE
d7c21fde-b616-473f-b295-3229f2919530,be397d18-80c9-482d-a55d-5ac3e1abdf09,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,2773.93,36.31,A+,2026-08-29,AVAILABLE
0a321c3e-f5af-4193-b466-013710b5d8a3,8f859f8a-f954-473b-b2c3-67c195237c24,6276a613-f3d1-4ca2-b763-bcc62ebbb363,320.69,111.21,A,2026-08-22,AVAILABLE
3e380ed9-19db-4f77-87c3-7f2e627073e6,b70b968a-91bc-48aa-bfcc-61cf84066d1f,68333e4b-e52f-429e-9139-07cc61dc5eb0,1646.26,27.08,A+,2026-09-08,AVAILABLE
8646ed9a-41fe-4fac-a4b2-4cf6ae419870,4aad497d-22db-4506-95a5-ec55b1cd5e02,653ff738-2173-4c0d-9619-2be06db39e8c,331.74,44.12,A+,2026-08-27,AVAILABLE
df3d5042-e0c5-4e63-96f0-37e3d26284f9,987f03c9-2977-4d13-baed-b45f1489b1c9,59533992-5f56-4fd7-aafc-039199e5d9d6,116.98,49.01,A,2026-09-10,AVAILABLE
b9d3528a-b5b1-406b-84d1-093e1ea654be,741ad673-3989-4c09-953a-a2d9f09bcde3,55048485-b49a-41a8-831b-42e14f8ce5f9,1165.86,80.62,A+,2026-09-02,AVAILABLE
7dfe9bb3-ed85-405a-b665-a544afc1ef81,ccccf036-db00-450b-8670-d4ba0efb03df,ac8068c4-442e-467b-90c9-366eb7fc7bba,266.51,95.73,A+,2026-08-23,AVAILABLE
6319d32b-0be9-43e8-9976-94a1d4037e46,948fbaaa-cb83-451a-a86b-2b19fb795e02,7324117d-fdfd-4313-8e9c-1e922f46ed4f,567.29,61.01,A+,2026-09-07,AVAILABLE
5db2802a-a4bb-479d-bc87-e4f2876c0922,2873a54d-41a4-4501-8402-073f25c21424,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,2587.37,27.32,B,2026-09-09,AVAILABLE
f85b4dc1-8a8a-42d4-983a-5bed6b9e9f72,247c30b9-5365-4f6d-93c8-b4bfdefa1c02,3c31fec3-4390-4ed9-99ac-e13a88d60684,2425.1,55.34,A,2026-08-28,AVAILABLE
cd8b7c1b-eb4e-4997-b40e-bf6417617322,ccccf036-db00-450b-8670-d4ba0efb03df,d98d579c-c9b5-454e-8a92-971240c312eb,1748.89,37.2,A,2026-09-09,AVAILABLE
fe40a24c-1f88-4192-aaeb-87e926e05ad0,7104a6a9-a565-4010-a9e7-9cc78aa6a96e,d98d579c-c9b5-454e-8a92-971240c312eb,2640.81,46.61,A+,2026-09-01,AVAILABLE
0c80012a-d2bb-4737-b348-f1b2901d2228,ab43d8d3-6fc4-45da-be5c-19e0f2e5df49,ef45df06-ae20-45cb-9c78-f423589fe7a0,1726.32,16.94,A,2026-08-22,AVAILABLE
49ceccb7-ce38-4e11-bdcc-040f2f3bb315,04c11cce-effc-4832-a69a-7cb9989e3e08,3c31fec3-4390-4ed9-99ac-e13a88d60684,2300.61,48.02,B,2026-09-10,AVAILABLE
06a06375-3977-454e-9e84-fffc20b18198,5274ea89-1cb4-4f04-9c42-24e313345a85,b64ca3f8-fd63-4652-b8ab-d082ef554f58,84.27,20.94,A+,2026-09-01,AVAILABLE
39a6e881-9f87-4ce5-a290-f75fc1d7a595,1cc4207c-2d70-4663-bb99-93d6abd8e18b,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,2919.87,28.57,A+,2026-09-02,AVAILABLE
24b44eb8-87f1-4813-be76-22bb7db60193,025a50c9-91ce-4596-88d1-305f566a1c5a,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,1418.7,91.32,A+,2026-08-23,AVAILABLE
53b6f9ad-9326-4462-b828-068d18535cc9,87e7baf3-1143-4a5a-8d2f-0ffe01378f7b,7324117d-fdfd-4313-8e9c-1e922f46ed4f,1738.04,66.67,A,2026-09-06,AVAILABLE
8d7be88b-67dc-4107-8b01-037ddb9c0b16,2d1c7293-2aab-4207-ab2d-62fd2cd7405e,b64ca3f8-fd63-4652-b8ab-d082ef554f58,1402.05,18.4,A,2026-09-04,AVAILABLE
7d16228e-0f67-470c-ba14-4fe9068ceef7,77c51465-77ab-4e04-8b05-8751311a72dc,55048485-b49a-41a8-831b-42e14f8ce5f9,1392.73,70.82,A+,2026-09-07,AVAILABLE
26ef1a31-e5c1-4649-b106-dd4cca44445b,975ba9a7-6ac4-46ac-b7d2-7f20eb3a0773,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,853.82,35.44,A+,2026-09-05,AVAILABLE
1bac48e3-3351-455d-adb0-47eb4a4e4ea7,be397d18-80c9-482d-a55d-5ac3e1abdf09,b64ca3f8-fd63-4652-b8ab-d082ef554f58,513.11,21.27,B,2026-08-30,AVAILABLE
a558a0a9-de6d-41de-8a0e-e627542a1865,987f03c9-2977-4d13-baed-b45f1489b1c9,abef6b46-97a3-4d47-847a-0a058895e915,2860.12,42.04,A+,2026-08-24,AVAILABLE
6140a7ca-bbb6-4598-939e-f4156b7e2a7b,cc866dd9-5c28-4a0c-a6a2-6905294cc13a,abef6b46-97a3-4d47-847a-0a058895e915,260.07,41.2,A,2026-09-03,AVAILABLE
29b18990-f533-478b-8e31-9c06babd5a13,ca8d2b80-7748-435d-94b3-3edca250909e,7324117d-fdfd-4313-8e9c-1e922f46ed4f,1791.47,76.52,A+,2026-09-08,AVAILABLE
f697d9db-4066-43f0-bba9-8a4d8490352d,fa988b5b-f621-49bc-97ab-00214517be59,68333e4b-e52f-429e-9139-07cc61dc5eb0,348.58,30.92,A+,2026-08-31,AVAILABLE
121d9602-77c2-44f9-828a-072ffaa8ddc6,110ddc55-29f0-44a6-b681-c739851d0f96,abf9c741-823f-4047-ae80-0254c25dfaf7,2479.32,46.49,B,2026-09-10,AVAILABLE
d65d9ca9-bda4-4c42-8ea5-35ef02332182,8cf697ce-1498-418c-ac8a-31c7c3e8f492,178c56a4-1347-43a1-9c70-b8ad4e14aebd,897.18,27.88,A+,2026-09-09,AVAILABLE
9f73da50-c853-4a4f-8270-220a5c07dfa5,948fbaaa-cb83-451a-a86b-2b19fb795e02,abf9c741-823f-4047-ae80-0254c25dfaf7,2657.71,47.7,A+,2026-09-08,AVAILABLE
b6618eb8-c2de-47fb-ba32-4b6e44474388,1ef83fd6-6718-4cb0-9df1-08673594f2ce,653ff738-2173-4c0d-9619-2be06db39e8c,1921.8,49.08,B,2026-09-10,AVAILABLE
b16621e7-5ab6-426c-8b6e-ac330fb41e80,be88c04b-3051-46b0-8145-0046616fabd9,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,2745.02,85.06,A+,2026-08-29,AVAILABLE
f5c4b241-1c15-44e8-92a8-381aef3f998d,21ea0d7a-0e9d-4f9b-8d41-71b86c803b84,178c56a4-1347-43a1-9c70-b8ad4e14aebd,251.09,28.69,A+,2026-08-25,AVAILABLE
22837568-cfda-4bc0-b128-505c48cb8748,05fa3e5d-8992-48b4-ab7c-cf87e0562aa0,653ff738-2173-4c0d-9619-2be06db39e8c,1998.04,41.85,A,2026-09-09,AVAILABLE
99875ed5-d727-4c7a-be8c-9156e9886e05,36e7503e-e4d0-4372-bf59-f19d614c80b9,55048485-b49a-41a8-831b-42e14f8ce5f9,594.21,77.08,A+,2026-08-30,AVAILABLE
ed22bdfb-797b-4ec9-9876-f7c4be58e325,15a8b4d9-a18a-4ea9-aaae-295fc040f432,68333e4b-e52f-429e-9139-07cc61dc5eb0,1724.28,25.38,A+,2026-08-26,AVAILABLE
c46a1ef3-22ba-4ebb-b15f-8aef558cf421,4aad497d-22db-4506-95a5-ec55b1cd5e02,653ff738-2173-4c0d-9619-2be06db39e8c,1836.86,38.52,A+,2026-08-26,AVAILABLE
61815c2c-855a-4a3f-8b8a-b1c61683dd7b,82b00ecc-8ed3-431c-9577-b6b81f579236,55048485-b49a-41a8-831b-42e14f8ce5f9,2762.84,82.75,A+,2026-08-31,AVAILABLE
ea58d284-effc-43aa-af57-60301167c532,96ce04d7-20c2-4c9e-937b-ca556670f11e,ac8068c4-442e-467b-90c9-366eb7fc7bba,2593.15,102.44,B,2026-08-30,AVAILABLE
04cd0165-8d51-4b31-9bb9-abd12eb83fe9,3285a726-74ff-4e3c-afe9-6b2117ecbfff,55048485-b49a-41a8-831b-42e14f8ce5f9,2218.47,73.58,A+,2026-08-26,AVAILABLE
6787a7fb-a17b-4d47-9a86-257a25d86918,9537ca32-454c-4089-a752-fa7a55ad6891,653ff738-2173-4c0d-9619-2be06db39e8c,2023.35,49.25,A+,2026-08-29,AVAILABLE
2048bfb5-30ad-43a6-945b-7a1705c44b3f,2873a54d-41a4-4501-8402-073f25c21424,7324117d-fdfd-4313-8e9c-1e922f46ed4f,1223.48,78.08,A+,2026-08-23,AVAILABLE
1ce79560-af2e-4f95-bf4b-6100535c059e,a19b7055-93b1-4140-a1b9-4a1bcddf17be,7324117d-fdfd-4313-8e9c-1e922f46ed4f,384.0,67.92,A+,2026-08-31,AVAILABLE
46179ae0-b57a-4779-936c-0f8f7782b82f,c3a34d28-bd0b-410e-8dd4-0c7f3462f3b3,b64ca3f8-fd63-4652-b8ab-d082ef554f58,1384.16,18.59,A+,2026-09-03,AVAILABLE
ae812386-35d0-42a5-b40a-b0ec673cfe4e,be14bc31-9c77-413a-8a70-ca2135c23384,6276a613-f3d1-4ca2-b763-bcc62ebbb363,1359.6,107.35,B,2026-09-05,AVAILABLE
3169bb6b-3e89-45cc-9dc4-fcad95a13a0c,0b160f68-e708-40fc-8b79-7a63774a34f5,59533992-5f56-4fd7-aafc-039199e5d9d6,2500.12,59.76,A,2026-08-23,AVAILABLE
bc2b4cae-436c-45f9-9871-964c6178d9e9,6923de22-4eb3-4755-943a-b79bd8080890,abef6b46-97a3-4d47-847a-0a058895e915,1010.65,43.15,A+,2026-09-08,AVAILABLE
c440ab62-0f7b-4ce3-bcee-5b39dedb5c39,08847d9a-389c-4b81-8037-0a89c625d60f,d98d579c-c9b5-454e-8a92-971240c312eb,1066.82,48.11,A+,2026-08-26,AVAILABLE
b735d919-8d6f-47d8-8e9a-d2efeb4febfe,6c33e20e-a5e7-4cc6-b26d-0595484d8db9,55048485-b49a-41a8-831b-42e14f8ce5f9,236.38,71.2,B,2026-09-04,AVAILABLE
cb7020b1-7cae-47af-a919-235892b1ef62,735855cd-e84a-4f29-9425-4388a1858eb6,ef45df06-ae20-45cb-9c78-f423589fe7a0,948.41,15.82,A+,2026-08-29,AVAILABLE
1d60460c-8fa5-400b-b536-41b5b6dc059f,71b38914-1a6f-4ae4-a79f-0c887c4903da,abef6b46-97a3-4d47-847a-0a058895e915,1328.61,35.66,B,2026-08-22,AVAILABLE
64e7b533-09ef-4c71-8313-15bd1d0873e2,63c8e507-4eb2-40a9-8016-f12e7af9b414,d98d579c-c9b5-454e-8a92-971240c312eb,1462.83,37.16,B,2026-08-29,AVAILABLE
616ac34d-4df7-4437-a20e-57e511efa227,1310acb9-0418-4094-b51a-f6a258612ebb,6276a613-f3d1-4ca2-b763-bcc62ebbb363,619.85,122.72,A,2026-08-30,AVAILABLE
1e49a0d5-f245-4f8b-b214-6db7ea5b1870,735855cd-e84a-4f29-9425-4388a1858eb6,653ff738-2173-4c0d-9619-2be06db39e8c,2524.27,45.87,A+,2026-09-06,AVAILABLE
17f2126a-1fe4-450b-8f47-88c0e5a403d0,025a50c9-91ce-4596-88d1-305f566a1c5a,7324117d-fdfd-4313-8e9c-1e922f46ed4f,744.34,59.04,A+,2026-08-29,AVAILABLE
9437088b-2af3-4657-a4a9-0570a194dd53,110ddc55-29f0-44a6-b681-c739851d0f96,653ff738-2173-4c0d-9619-2be06db39e8c,1470.69,39.32,A+,2026-09-09,AVAILABLE
5e256cd4-3d9f-4feb-b011-1bee8bb3579b,0aa80edd-a830-44e4-8612-13ea02eff97e,59533992-5f56-4fd7-aafc-039199e5d9d6,2851.82,54.16,A,2026-09-05,AVAILABLE
706a0db4-0105-4918-923b-70cd94be423e,a12e6ff4-f66e-4429-9bdc-f164dd3073b6,abf9c741-823f-4047-ae80-0254c25dfaf7,669.6,52.64,A+,2026-09-06,AVAILABLE
7bb4b438-f495-4164-9502-63634afdde34,c3a34d28-bd0b-410e-8dd4-0c7f3462f3b3,6276a613-f3d1-4ca2-b763-bcc62ebbb363,1704.58,111.72,A+,2026-09-02,AVAILABLE
a5ddc97c-e958-4ad5-b0f0-d357ba37b668,5e8f4101-6e11-449a-9ab2-ddefb20cec1c,abf9c741-823f-4047-ae80-0254c25dfaf7,408.56,42.95,A+,2026-08-23,AVAILABLE
5868ef2e-4f00-4128-ae16-a7f1010e7f9b,77c51465-77ab-4e04-8b05-8751311a72dc,7324117d-fdfd-4313-8e9c-1e922f46ed4f,2356.27,73.83,A+,2026-08-24,AVAILABLE
e96a76dc-5bdd-40bf-b84b-6441236bcd65,be88c04b-3051-46b0-8145-0046616fabd9,7324117d-fdfd-4313-8e9c-1e922f46ed4f,1858.17,58.56,B,2026-09-02,AVAILABLE
eaec84c2-a7fc-4b47-b184-dc8b213a4626,247c30b9-5365-4f6d-93c8-b4bfdefa1c02,6276a613-f3d1-4ca2-b763-bcc62ebbb363,2677.56,104.44,A+,2026-09-03,AVAILABLE
e07fb44b-caa2-482c-a762-06b131a80de3,bcc3976a-8a05-48bb-a862-805e86572d9d,b64ca3f8-fd63-4652-b8ab-d082ef554f58,2466.77,18.82,B,2026-09-02,AVAILABLE
6803876e-72ca-4617-8f1d-bd98aba36f97,3285a726-74ff-4e3c-afe9-6b2117ecbfff,ef45df06-ae20-45cb-9c78-f423589fe7a0,2924.72,17.69,A+,2026-08-31,AVAILABLE
439fd0d8-3144-457c-b4cc-d8abef5dd967,98f1c437-3b6a-45b1-8973-b4faab62f3ff,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,697.26,43.89,A+,2026-08-26,AVAILABLE
fd5a4ba3-1e3f-44ed-a782-cd11bf881852,c5ab7a23-7756-487a-aaad-8a2c05ae1473,d98d579c-c9b5-454e-8a92-971240c312eb,988.48,42.09,A+,2026-09-06,AVAILABLE
932679f8-66fe-4b97-b158-e0c705526048,ab43d8d3-6fc4-45da-be5c-19e0f2e5df49,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,808.51,31.58,A,2026-08-30,AVAILABLE
884ef301-8863-44e2-9522-5287bbb9a6ae,ae863987-1f02-429f-8702-4a9ca220d112,59533992-5f56-4fd7-aafc-039199e5d9d6,2069.03,50.74,A+,2026-08-26,AVAILABLE
71252ab5-4d5a-4f62-a199-1c9f5df6998f,fb3ede9e-a487-40f8-b43b-7615ba85daa9,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,1085.21,93.61,A+,2026-09-02,AVAILABLE
7ee5a665-1ffd-4704-a4b1-f600826f0603,110ddc55-29f0-44a6-b681-c739851d0f96,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,2582.76,67.87,A+,2026-09-04,AVAILABLE
8f2c8b5d-edde-4ad7-8346-f2fb46f25bf3,d2715a40-3223-429b-a96e-d2c9204943b1,68333e4b-e52f-429e-9139-07cc61dc5eb0,1970.32,28.85,A,2026-09-10,AVAILABLE
c72f29f3-b505-4dc4-b718-c29fecdd1b7e,491d6710-4ea0-429d-887a-bdec9e549357,abf9c741-823f-4047-ae80-0254c25dfaf7,2694.81,53.06,A+,2026-08-27,AVAILABLE
306f0671-32d4-468c-a923-ddc2a083d749,ae863987-1f02-429f-8702-4a9ca220d112,7324117d-fdfd-4313-8e9c-1e922f46ed4f,378.75,68.23,A+,2026-08-30,AVAILABLE
b17a0189-32b1-46d9-9b1a-22e87ee3642f,77c51465-77ab-4e04-8b05-8751311a72dc,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,266.4,149.05,A+,2026-08-31,AVAILABLE
31303cb7-1e40-4c70-bf6f-80c4b5f78bfc,0dc649d7-f0d7-4a05-bd7a-7e2a33430f8d,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,517.79,70.18,A+,2026-09-09,AVAILABLE
8dec2a9f-3f80-41ba-b520-b1de821d5c69,49a8469f-212b-471b-8192-e4ace6e3cac9,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,2992.61,120.62,B,2026-08-28,AVAILABLE
