order_item_id,order_id,listing_id,quantity,unit_price
78dc3a80-604a-4d31-be79-7d39f6ad9343,e6a31d97-4e46-4b44-acdf-ed876d1f0d41,9e466ab4-0753-45f0-b24d-06ca63637b2d,3.74,34.7
b1b4c922-a1d9-4971-b17e-e778b810eee4,e6a31d97-4e46-4b44-acdf-ed876d1f0d41,ada3490e-9d0d-41c5-b8f6-ee36f232a592,4.61,40.7
cc9425d7-f3ac-4540-beac-8965d4ba6727,e6a31d97-4e46-4b44-acdf-ed876d1f0d41,73ba2336-7a3c-47ec-af09-dc36f47b00fc,3.05,93.05
58ebe292-f3c0-458d-915b-03aa851f5289,e6a31d97-4e46-4b44-acdf-ed876d1f0d41,28e011b1-cf12-42d0-8034-c80656e0c0d5,2.41,112.53
a4bbf495-1cfb-458e-840d-97a4443a4eda,e6a31d97-4e46-4b44-acdf-ed876d1f0d41,019151cf-91d6-487b-a2fe-afcd1bc9cd70,1.58,19.53
5c5e385a-5be3-40c9-af02-3c6ec28cebdf,e6a31d97-4e46-4b44-acdf-ed876d1f0d41,d091bfe2-22ca-4023-a8f1-3226b7f4a7da,3.91,51.63
9fc4159c-cc3e-40e8-8313-b4cdbd532572,c4368b4d-1065-4324-bfd1-73e63d4e55a7,9e466ab4-0753-45f0-b24d-06ca63637b2d,3.02,34.7
04c56672-032c-4705-8e57-5111973bec2b,c4368b4d-1065-4324-bfd1-73e63d4e55a7,ada3490e-9d0d-41c5-b8f6-ee36f232a592,3.46,40.7
bb4ec150-c1e6-431c-9791-de4ce589cd36,c4368b4d-1065-4324-bfd1-73e63d4e55a7,73ba2336-7a3c-47ec-af09-dc36f47b00fc,3.42,93.05
530aab15-3d49-4402-ba11-af40f433344f,c4368b4d-1065-4324-bfd1-73e63d4e55a7,d5474396-93fa-4ca5-9ce7-c2637eb3b02b,2.48,126.37
c0946b13-ccef-4475-b42d-0a8aea1954ad,c4368b4d-1065-4324-bfd1-73e63d4e55a7,c50ff350-8d5c-44a4-b91f-08c8a0a5c99f,1.97,20.16
5a910a10-5430-46ac-973d-a2a95e411363,e631ebef-71b0-4b69-94dc-5231eb5dc94f,9e466ab4-0753-45f0-b24d-06ca63637b2d,3.9,34.7
1b332dec-5417-4bf1-aa48-95a6f828da36,e631ebef-71b0-4b69-94dc-5231eb5dc94f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,1.22,40.7
35bd20aa-313f-46dd-b758-10a08b5f209f,e631ebef-71b0-4b69-94dc-5231eb5dc94f,aed45e5c-011b-40b3-8e26-d48a1b7a655d,1.67,84.56
c1e0bbb0-b2dd-464c-b389-3b9244f4280c,e631ebef-71b0-4b69-94dc-5231eb5dc94f,28e011b1-cf12-42d0-8034-c80656e0c0d5,4.79,112.53
76b0d2dd-22e6-4dbe-9f7c-afbdd0058b23,e631ebef-71b0-4b69-94dc-5231eb5dc94f,c50ff350-8d5c-44a4-b91f-08c8a0a5c99f,1.76,20.16
3de1caca-c61f-417f-868f-8e463a443779,7ef31c51-e64d-4294-b3a8-9e752da7096e,bf9e355c-e1c9-428e-906d-8e9a455ce885,1.39,37.18
3296f978-9cab-473f-864a-16eff931ef73,7ef31c51-e64d-4294-b3a8-9e752da7096e,ada3490e-9d0d-41c5-b8f6-ee36f232a592,3.44,40.7
5bfd7a5b-8cc0-4c63-bef3-552d7b107581,7ef31c51-e64d-4294-b3a8-9e752da7096e,73ba2336-7a3c-47ec-af09-dc36f47b00fc,2.07,93.05
2e75535e-fe64-4192-8547-60fe02ed7ac0,7ef31c51-e64d-4294-b3a8-9e752da7096e,43feb303-a583-451a-bf7d-b766f4a40b12,2.84,112.1
21d2f86f-b64b-4ece-9b3c-ddf6e0f20e17,7ef31c51-e64d-4294-b3a8-9e752da7096e,c50ff350-8d5c-44a4-b91f-08c8a0a5c99f,2.47,20.16
73eee609-ef1b-49b6-b9c1-c013fe8a1cf4,7ef31c51-e64d-4294-b3a8-9e752da7096e,3cd3d555-a147-44bf-93ea-9a3bff52099e,3.08,95.73
237fc199-bdab-4e1b-aad7-6a4e95b0ee5d,3be62aea-ef86-4fa3-ba6a-ead0ac4b981d,9e466ab4-0753-45f0-b24d-06ca63637b2d,2.41,34.7
532f3a07-5221-4557-94aa-ed4b4183bffa,3be62aea-ef86-4fa3-ba6a-ead0ac4b981d,ada3490e-9d0d-41c5-b8f6-ee36f232a592,1.09,40.7
4a5e8104-afd8-474a-bf26-de40349a8ffe,3be62aea-ef86-4fa3-ba6a-ead0ac4b981d,01cc7f23-cad4-4c40-a54b-fae6740f8e23,4.8,85.06
866b749d-aa8f-4275-9089-debdec07279c,3be62aea-ef86-4fa3-ba6a-ead0ac4b981d,c550a097-fe9a-4708-a8de-917d87890596,1.35,111.72
b17082bb-c570-4a95-b3e3-c5fdfff5529b,3be62aea-ef86-4fa3-ba6a-ead0ac4b981d,32fc637e-f9fe-4fc6-9e2a-675ee8c4feee,2.31,18.76
5ca7b72f-89d8-4bbb-ae54-0c416ed3edc9,83d60ef6-5dc5-4211-b905-9f52d97eb607,513bda1b-657c-4490-9a52-b4bf2f376704,2.03,36.46
c62f7760-2d2f-4c0f-be7d-9b9a7c75b32d,83d60ef6-5dc5-4211-b905-9f52d97eb607,3a552307-6f65-4c3a-a54d-d271c022e93b,4.11,38.15
64111d92-bf63-495a-a778-228debf17099,83d60ef6-5dc5-4211-b905-9f52d97eb607,c8ab7e01-9ce6-44bf-9bcc-a325e05802a4,2.03,41.38
835c4722-efe3-470c-9c0d-3322d8cf1f15,83d60ef6-5dc5-4211-b905-9f52d97eb607,6fcc34f9-1490-4c70-ae89-f338a3157ec6,2.97,50.74
e82afd14-7191-42fe-88cd-4fbe4efaba0e,83d60ef6-5dc5-4211-b905-9f52d97eb607,0ef48ef3-7d47-4f95-93c0-3b5cc71273c0,3.58,73.22
f0dad63f-04d9-4b07-ac16-fbfe6cb7d052,c70d32c3-0a25-4c2a-a6cb-5d8a82fe3d3a,e13af574-1a3d-4d74-a9d2-fcc42f75a927,4.11,30.28
b906f6b5-22ac-47bd-8200-cc2797f7d07f,c70d32c3-0a25-4c2a-a6cb-5d8a82fe3d3a,aafb59e7-4643-44a7-be97-2be664e18e79,1.6,40.54
cb8cb38c-0251-4535-a25c-a49796f4c391,c70d32c3-0a25-4c2a-a6cb-5d8a82fe3d3a,04f54342-120a-43fa-9062-b8d0771ca8a7,2.07,41.13
38249e99-47cd-4d3b-982d-60f23fbc35d7,c70d32c3-0a25-4c2a-a6cb-5d8a82fe3d3a,ef03f9f5-d4ae-43ae-9c98-2b1ac1e2bf87,1.01,60.6
4f4a3949-8f3f-4b6f-80e5-22620b0a01bf,c70d32c3-0a25-4c2a-a6cb-5d8a82fe3d3a,a6f0bc98-cd3d-4600-aa52-1551395a9aee,2.74,83.88
8722903c-1aaa-48d6-bc82-28bc5b03d95e,f0e1f08a-d6a2-4e62-8482-c16c53fc5fd4,e13af574-1a3d-4d74-a9d2-fcc42f75a927,2.33,30.28
44066a98-bae6-4584-b971-36d1d9427118,f0e1f08a-d6a2-4e62-8482-c16c53fc5fd4,590e80bb-af16-404a-9e65-c9a5fb7cd1dd,3.53,35.71
d91829cf-54a5-40bc-b9e7-6aa8bfaa78fa,f0e1f08a-d6a2-4e62-8482-c16c53fc5fd4,c8ab7e01-9ce6-44bf-9bcc-a325e05802a4,1.32,41.38
c42aede3-eed9-4dcd-9be7-6df1e5705b57,f0e1f08a-d6a2-4e62-8482-c16c53fc5fd4,267bcafa-37c4-4b02-92c3-b227652497c8,1.71,47.08
2294d44c-de80-40a9-b727-0e764d93e796,f0e1f08a-d6a2-4e62-8482-c16c53fc5fd4,0ef48ef3-7d47-4f95-93c0-3b5cc71273c0,2.2,73.22
b6d98645-640f-4dee-a666-f4c04645e318,eb40eb10-64a5-4ac3-bf42-e750d33dc504,c8ab7e01-9ce6-44bf-9bcc-a325e05802a4,2.96,41.38
ea1d3bf0-dc87-4dd9-b59c-3375f15561fa,eb40eb10-64a5-4ac3-bf42-e750d33dc504,aae46e83-5eca-4bae-83be-d1af00c5cdc0,3.0,37.81
80abef7b-3cfe-4381-a44d-d8549e85607a,eb40eb10-64a5-4ac3-bf42-e750d33dc504,2cc864b2-ffcd-4cd9-96ea-35cc70b7f01e,1.15,34.73
d3314d3b-0401-4877-adde-d7d2887c2bbe,b2171627-358d-4be4-bf8b-baad599e36d5,c8ab7e01-9ce6-44bf-9bcc-a325e05802a4,1.15,41.38
e6c46703-6d6e-4f60-acda-c583254e40cf,b2171627-358d-4be4-bf8b-baad599e36d5,472f225e-9fd0-4a31-9d3a-970b74e867a1,2.88,45.91
959b79e7-daab-464c-b2c6-e7aa82ddf7e2,b2171627-358d-4be4-bf8b-baad599e36d5,e13af574-1a3d-4d74-a9d2-fcc42f75a927,1.06,30.28
d4d38df8-5831-45ef-966a-213a94605aa1,9d5ee820-6174-466f-bff8-e640955fa897,e7185a39-0261-4ed3-8614-036ab8432fa2,1.25,27.72
381db880-06ca-4531-b07f-da2830945192,9d5ee820-6174-466f-bff8-e640955fa897,c2baad76-3877-4321-9e02-47d4f8e4cc46,2.3,46.61
d9d848aa-8d64-4057-8309-a43a24d181b8,9d5ee820-6174-466f-bff8-e640955fa897,acea3378-4bf7-4d40-8a6e-bab5fadc2196,2.29,34.09
e511ffc0-4592-4a84-9817-9433030f4e5f,9d5ee820-6174-466f-bff8-e640955fa897,469de709-3edd-4ecf-b373-98a004b5f3ae,3.37,61.29
fe99afc4-fc28-47a0-af77-385b329809c2,9d5ee820-6174-466f-bff8-e640955fa897,ac50a9d6-f382-4ee3-af21-25a4d7df3eb5,4.03,83.99
c3f1b73f-8253-4afc-af8d-f43b42fb24ee,9d5ee820-6174-466f-bff8-e640955fa897,29ccbc90-02c5-4cdd-94aa-a6771263620e,1.88,19.58
a3632c3e-252e-4c3c-8e83-c6c3f0a5f684,cda6c357-2d90-4b95-85a8-31cecdc01b78,d58dced7-cfe0-4214-b87d-2cfb44f0ad65,1.03,42.81
19289da2-4739-44b0-aa8b-e2362f4d0eda,cda6c357-2d90-4b95-85a8-31cecdc01b78,84880841-242e-47ad-b889-243a3d69f06a,3.61,34.26
dcddecd9-e1c7-4ed4-bd2d-80047f37dbdf,cda6c357-2d90-4b95-85a8-31cecdc01b78,e39a26e9-549e-4b16-96e2-00865896404e,3.77,142.95
3bc84620-7fae-4296-9632-4e7d608739cf,f04a7435-6978-4fe1-a898-73f15ee54820,88dc8654-525d-4e13-a1c5-26c467b71fdf,4.8,53.29
0c7a1378-e9f9-44ef-8d1f-d4c2bf7610fb,f04a7435-6978-4fe1-a898-73f15ee54820,5f3f1ace-733c-45a8-9015-9c81106d406a,2.2,40.51
d7dd6cdc-5d9f-4b4c-b62c-f9196101f79b,f04a7435-6978-4fe1-a898-73f15ee54820,e39a26e9-549e-4b16-96e2-00865896404e,1.47,142.95
2e357285-10f0-453c-ae5e-dcb0fed62c10,f04a7435-6978-4fe1-a898-73f15ee54820,3a4326ef-cf5f-4283-abaa-a5ee739e5cd3,4.45,66.67
7a2e36fa-3c2e-4113-8334-d55db37ddae0,2fa04a2e-9d82-45c6-b6e7-c5b00a1d6bbc,a0b08496-a82f-4cd0-be10-3ab342d8be86,1.71,43.76
ddf5cf77-9b6e-4831-8c1a-3848137926ac,2fa04a2e-9d82-45c6-b6e7-c5b00a1d6bbc,93e9ec1b-13b4-4518-96f2-a58b6118ade4,1.22,34.99
f696ad75-7e81-4a0a-8605-946de651cdc6,2fa04a2e-9d82-45c6-b6e7-c5b00a1d6bbc,e39a26e9-549e-4b16-96e2-00865896404e,2.34,142.95
9c92f75c-1127-42ba-97c8-16486939578e,2fa04a2e-9d82-45c6-b6e7-c5b00a1d6bbc,60c49867-cdcd-43c3-8ef5-25d932125183,1.42,66.71
95a32daf-5194-4e72-ba75-3dc9d2091ff9,62ebd67a-0e48-4cb0-97a8-e175c7d26faa,90d08764-413b-4792-ac7f-41915db7fab3,4.59,40.94
1997cec8-39a5-472f-ad34-6e53f49d1ef1,62ebd67a-0e48-4cb0-97a8-e175c7d26faa,b4c436be-f3b0-415f-bf41-4043d721bf73,1.2,23.38
3a71bf0d-4cbf-4551-b78a-c64c47ea9046,62ebd67a-0e48-4cb0-97a8-e175c7d26faa,267bcafa-37c4-4b02-92c3-b227652497c8,2.5,47.08
e8ba38e0-9031-4adb-93ec-72adf906366b,62ebd67a-0e48-4cb0-97a8-e175c7d26faa,1b3c4a8b-db3c-47a0-bf6c-b07e358e035a,1.22,57.89
89842487-64ad-441e-a6e1-b3d07ead0caf,9888977b-ba25-4fed-bf70-f21f0160e70b,119171e8-3049-4289-a1e6-20156e6d3e20,1.13,41.62
55860013-3766-41b9-b1b6-d31dc4d56aa1,9888977b-ba25-4fed-bf70-f21f0160e70b,b4c436be-f3b0-415f-bf41-4043d721bf73,2.7,23.38
7188da22-d055-4baa-8695-ba284ee7d272,9888977b-ba25-4fed-bf70-f21f0160e70b,6fcc34f9-1490-4c70-ae89-f338a3157ec6,4.04,50.74
9e1632c7-a80a-4ce7-bec7-431aa32f81ee,9888977b-ba25-4fed-bf70-f21f0160e70b,37de3597-b603-4c63-8ff2-99e7384b7a13,4.16,73.83
73017858-cbdc-419d-a877-c67e604ce7c7,80406585-8dc7-41a2-96d4-946b1fdc44dc,73ba2336-7a3c-47ec-af09-dc36f47b00fc,4.35,93.05
8749ba13-996c-4ab2-84e1-be9571859357,80406585-8dc7-41a2-96d4-946b1fdc44dc,c3495736-91c7-4cc4-809c-67ddabb167ef,1.99,113.5
8bfeb210-2be3-4b5d-9a8c-11879e88c650,80406585-8dc7-41a2-96d4-946b1fdc44dc,1c84fa0c-e043-4a3d-8fe9-cd3d34c99d78,4.66,47.15
4e76e38e-b3e4-4eb5-8df9-54319a08593b,80406585-8dc7-41a2-96d4-946b1fdc44dc,5a442680-9fef-499c-825c-bcbe3ceaedb7,1.08,20.08
d951dfc9-b285-450e-9b69-cc10b5c7280a,80406585-8dc7-41a2-96d4-946b1fdc44dc,ee022739-4180-4dc6-8c2b-20baa685e36e,2.7,48.02
8d13db6d-ea02-498a-bbe2-9f57e5be1ef4,a27e5196-a6ba-4b69-b2d3-dcd6b02bc4f3,119171e8-3049-4289-a1e6-20156e6d3e20,3.59,41.62
99479225-fe16-4ada-b6c8-f31755422829,a27e5196-a6ba-4b69-b2d3-dcd6b02bc4f3,39dac036-1cbb-41e3-9550-b0ec6a31b6eb,1.32,28.69
a6d10639-07c0-4f52-9712-3c6fc7d0fe75,a27e5196-a6ba-4b69-b2d3-dcd6b02bc4f3,ef03f9f5-d4ae-43ae-9c98-2b1ac1e2bf87,3.99,60.6
462f5ad2-6cce-4a1c-bc62-3c06169a2cea,4e28bc50-6044-4de9-993f-65c92d878fa9,90d08764-413b-4792-ac7f-41915db7fab3,2.33,40.94
8d027813-3eab-4eae-93d8-6eb8ff3d04ea,4e28bc50-6044-4de9-993f-65c92d878fa9,39dac036-1cbb-41e3-9550-b0ec6a31b6eb,2.4,28.69
a5263af8-b4a2-4174-b971-2ac4c771b3cc,4e28bc50-6044-4de9-993f-65c92d878fa9,ef03f9f5-d4ae-43ae-9c98-2b1ac1e2bf87,4.18,60.6
8e824e44-9283-4017-8ca9-a349674d73ad,00fd2a23-969a-4fa6-b06a-b97f5b40a31f,5b8c6336-1da2-4e93-a5fb-3781c59c29bb,3.48,39.44
2840a528-5d37-4f84-a73a-6b7a1bc97d03,00fd2a23-969a-4fa6-b06a-b97f5b40a31f,3a50c212-b6a5-4a68-8319-9c27735e8d16,2.41,26.39
0771d641-25d7-45e8-9202-daab6493e371,00fd2a23-969a-4fa6-b06a-b97f5b40a31f,267bcafa-37c4-4b02-92c3-b227652497c8,1.55,47.08
7702fbdd-5519-4ac5-9c39-2a0be36860f3,c607e91a-7598-4b13-94aa-bf3ae0b6ac65,bf9e355c-e1c9-428e-906d-8e9a455ce885,2.11,37.18
0d76056c-3365-4d61-8940-68bb9950ede5,c607e91a-7598-4b13-94aa-bf3ae0b6ac65,e6a04938-5e34-4328-ae59-6d3dc3f1c0f1,2.0,26.69
a68b4b17-1ea9-4ca9-8795-61a471d1985f,c607e91a-7598-4b13-94aa-bf3ae0b6ac65,ef03f9f5-d4ae-43ae-9c98-2b1ac1e2bf87,2.81,60.6
d38ecc2b-985a-4033-807d-42e4cfa6863a,f95eadc9-ff1d-48f2-8619-dc06c5990669,474c4715-f104-4b6d-98d6-3853bd790063,3.79,91.32
300e74c6-984f-468a-900d-f53088df2f61,f95eadc9-ff1d-48f2-8619-dc06c5990669,cdbbec30-7793-4d61-884e-57040023b974,4.81,110.8
70d0292e-3969-4d80-9fce-b77fef031b40,f95eadc9-ff1d-48f2-8619-dc06c5990669,0235d250-aa7c-4dfb-b553-44b4676cb0a9,4.88,51.42
765973cc-5ced-4362-a44c-0552a200039f,f95eadc9-ff1d-48f2-8619-dc06c5990669,6d906107-a0e5-47f2-8799-d65930e76c89,1.84,20.58
ec91e070-df29-4ad4-bed4-b3f6be56553f,d81ca4e8-6b59-4760-8c11-e322d747c4bf,474c4715-f104-4b6d-98d6-3853bd790063,2.94,91.32
4c2d2b18-2f14-4e5a-8be7-2a0042e79c42,d81ca4e8-6b59-4760-8c11-e322d747c4bf,037383ef-6b0c-4d21-91c9-e5c324305667,2.83,106.85
a6b6aef9-9b86-4234-ae32-c32ab09b7d94,d81ca4e8-6b59-4760-8c11-e322d747c4bf,f9d76a86-af1e-436b-ba84-54d2e8a3573e,1.69,42.01
6ec83b99-754d-4448-a0aa-12508de42c2a,d81ca4e8-6b59-4760-8c11-e322d747c4bf,6d906107-a0e5-47f2-8799-d65930e76c89,2.54,20.58
389202a3-834d-4be8-980f-4788a13d66ee,ec8c9fb5-ea01-4eb2-8e04-0ed4abe9ff90,9ecc0d39-ed33-485e-ad18-7a2a707c6d2a,1.65,76.66
efb2a59b-2b0b-448f-878c-15e9d651b443,ec8c9fb5-ea01-4eb2-8e04-0ed4abe9ff90,67c8f787-036a-4e80-bf5c-615d33d60cb8,1.51,119.04
3a2f1441-3c23-4ea2-8317-c845ccbd49db,ec8c9fb5-ea01-4eb2-8e04-0ed4abe9ff90,33b8b450-7c1f-41ce-878c-fb991290c907,1.82,49.25
613728a4-6aba-4ab5-8801-66ea83f49477,ec8c9fb5-ea01-4eb2-8e04-0ed4abe9ff90,431c6fc2-0f8a-4db6-ae8e-8a20bad8a86f,1.3,17.62
69fc3d54-f02c-415c-8b16-8795a4916cd7,ec8c9fb5-ea01-4eb2-8e04-0ed4abe9ff90,a5fe64f7-9a3c-4e55-8f0c-7fc431807fdd,2.21,47.51
8e302b0f-6d97-4150-9eed-61cf58e3bd53,e06b2f9f-4ea4-4481-b4ac-0c86bf889874,48c05eff-6a2c-4517-9f87-23a6d289b906,4.88,33.88
87072f28-3203-4563-8374-65c2551d4216,e06b2f9f-4ea4-4481-b4ac-0c86bf889874,c2baad76-3877-4321-9e02-47d4f8e4cc46,4.2,46.61
