interaction_id,customer_id,listing_id,interaction_type,interaction_weight,created_at
f8c82017-0c55-412f-a46a-cd584881148d,7da7a7d5-e468-4f10-a91c-c07fd503dc72,36ac1cb7-c55e-46e9-bdbf-67db44692a6b,PURCHASE,10.0,2026-08-21T14:52:01.488479
0a350d13-6a18-4b65-b7a6-9aee2103e8ee,7da7a7d5-e468-4f10-a91c-c07fd503dc72,0de12161-675e-4cbb-96b4-0107237dd341,PURCHASE,10.0,2026-08-21T14:52:01.488479
8ce4af2e-e2f5-413f-8e4c-8b3c67ca4414,7da7a7d5-e468-4f10-a91c-c07fd503dc72,0de12161-675e-4cbb-96b4-0107237dd341,ADD_TO_CART,5.0,2026-08-21T14:52:01.488479
a3133abb-0a99-40f6-b999-ad003adef7f2,7da7a7d5-e468-4f10-a91c-c07fd503dc72,19d09fa0-c8b2-4b5c-b5a6-7efe29934bd0,PURCHASE,10.0,2026-08-25T13:52:01.488479
775872a9-aa41-4ae6-9968-c59f6d104ec6,7da7a7d5-e468-4f10-a91c-c07fd503dc72,86cea29e-ba3e-4d48-83e6-50fc57051a44,PURCHASE,10.0,2026-08-25T13:52:01.488479
26b30a76-698d-43d5-8eb2-02b3afa1ad8e,7da7a7d5-e468-4f10-a91c-c07fd503dc72,0994cb89-90be-4944-806b-eeefe4d6eabb,PURCHASE,10.0,2026-08-25T13:52:01.488479
be26d7b2-8895-4003-9cf2-788ebc92c291,7da7a7d5-e468-4f10-a91c-c07fd503dc72,f2ae0ff7-611d-4a23-b1ee-97688a2701e7,PURCHASE,10.0,2026-08-25T13:52:01.488479
8616dd1f-7357-4660-ba62-7b6698ba0362,7da7a7d5-e468-4f10-a91c-c07fd503dc72,5ac74607-116b-439d-bc3c-14d60fbbf3c9,PURCHASE,10.0,2026-09-01T12:52:01.488479
4d95211a-8ffe-4c59-892b-d3fcc4d5ce05,7da7a7d5-e468-4f10-a91c-c07fd503dc72,5ac74607-116b-439d-bc3c-14d60fbbf3c9,ADD_TO_CART,5.0,2026-09-01T12:52:01.488479
74df39fd-b38f-4a7f-8c12-90bdd8606367,7da7a7d5-e468-4f10-a91c-c07fd503dc72,aafb59e7-4643-44a7-be97-2be664e18e79,PURCHASE,10.0,2026-09-01T12:52:01.488479
1db5b1ef-c34b-4b48-9c9b-f58f28118e9e,7da7a7d5-e468-4f10-a91c-c07fd503dc72,33b8b450-7c1f-41ce-878c-fb991290c907,PURCHASE,10.0,2026-09-01T12:52:01.488479
1e6b7990-34d7-4fe6-96f9-feacb297339f,7da7a7d5-e468-4f10-a91c-c07fd503dc72,33b8b450-7c1f-41ce-878c-fb991290c907,ADD_TO_CART,5.0,2026-09-01T12:52:01.488479
3ef4d6f0-7ed0-4bd9-8237-6fe972200ecc,7da7a7d5-e468-4f10-a91c-c07fd503dc72,32fc637e-f9fe-4fc6-9e2a-675ee8c4feee,PURCHASE,10.0,2026-09-01T12:52:01.488479
888884f2-2b18-45cf-81ac-8e1b2e4f7f4a,7da7a7d5-e468-4f10-a91c-c07fd503dc72,32fc637e-f9fe-4fc6-9e2a-675ee8c4feee,ADD_TO_CART,5.0,2026-09-01T12:52:01.488479
335d7513-5f58-4426-a3c8-6c5d182808b6,4be287a3-4af7-4b0f-93da-1215dbbe7007,0c04e9e0-bb76-47a7-a14d-f2eff4f256d8,PURCHASE,10.0,2026-08-18T19:52:01.488479
8fd21864-c9cc-42cc-ae7b-0e6496ef12d1,4be287a3-4af7-4b0f-93da-1215dbbe7007,0c04e9e0-bb76-47a7-a14d-f2eff4f256d8,ADD_TO_CART,5.0,2026-08-18T19:52:01.488479
d8856e7d-ddde-4b96-a7a5-0a34a84b2234,4be287a3-4af7-4b0f-93da-1215dbbe7007,ef03f9f5-d4ae-43ae-9c98-2b1ac1e2bf87,PURCHASE,10.0,2026-08-18T19:52:01.488479
18effeb4-5000-444e-a046-1aec8ccd4ade,4be287a3-4af7-4b0f-93da-1215dbbe7007,ef03f9f5-d4ae-43ae-9c98-2b1ac1e2bf87,ADD_TO_CART,5.0,2026-08-18T19:52:01.488479
77ee1bdc-c9a5-441b-989a-fe147d33b14c,4be287a3-4af7-4b0f-93da-1215dbbe7007,34119d47-c8c2-4772-b53c-97c701be9620,PURCHASE,10.0,2026-08-18T19:52:01.488479
8673d26c-27dc-4b31-a7f2-8833e5ca3aa5,4be287a3-4af7-4b0f-93da-1215dbbe7007,c72fff1a-1cca-48c8-8569-0e230d5647fd,PURCHASE,10.0,2026-08-23T19:52:01.488479
b0c168c3-84bf-4149-980d-b0565c29f32a,4be287a3-4af7-4b0f-93da-1215dbbe7007,469de709-3edd-4ecf-b373-98a004b5f3ae,PURCHASE,10.0,2026-08-23T19:52:01.488479
1493282d-922d-4e7d-83a0-2a07d3115a7a,4be287a3-4af7-4b0f-93da-1215dbbe7007,34119d47-c8c2-4772-b53c-97c701be9620,PURCHASE,10.0,2026-08-23T19:52:01.488479
fb71b043-b06c-40da-8256-b071332001a5,4be287a3-4af7-4b0f-93da-1215dbbe7007,34119d47-c8c2-4772-b53c-97c701be9620,ADD_TO_CART,5.0,2026-08-23T19:52:01.488479
e291f3fa-ea88-4412-875b-2ec53a64459f,4be287a3-4af7-4b0f-93da-1215dbbe7007,eeefd9b6-1b40-41ed-ba70-4f51c247226a,PURCHASE,10.0,2026-09-01T15:52:01.488479
ec6f12ad-76c3-43d8-9f00-5b07f6073f02,4be287a3-4af7-4b0f-93da-1215dbbe7007,eeefd9b6-1b40-41ed-ba70-4f51c247226a,ADD_TO_CART,5.0,2026-09-01T15:52:01.488479
fb68f156-5c85-4010-9a63-fec20fc32f87,4be287a3-4af7-4b0f-93da-1215dbbe7007,4cc80ba9-1884-4b13-8df8-b093b3882660,PURCHASE,10.0,2026-09-01T15:52:01.488479
0c29df8e-afba-4796-8dda-084e5421100e,4be287a3-4af7-4b0f-93da-1215dbbe7007,4cc80ba9-1884-4b13-8df8-b093b3882660,ADD_TO_CART,5.0,2026-09-01T15:52:01.488479
426c5138-4ab9-447d-9b37-a4e26489fcf6,4be287a3-4af7-4b0f-93da-1215dbbe7007,16d265ed-77a0-4a24-afb5-719cba043ada,PURCHASE,10.0,2026-09-01T15:52:01.488479
3e8e69fa-7124-482b-86be-dacecd9735fc,4be287a3-4af7-4b0f-93da-1215dbbe7007,4db9e4de-ce3d-41d7-bdf4-3931e7243df5,PURCHASE,10.0,2026-09-01T15:52:01.488479
06b33edf-5ef6-4c46-bb37-594d91fe9cbb,4be287a3-4af7-4b0f-93da-1215dbbe7007,4db9e4de-ce3d-41d7-bdf4-3931e7243df5,ADD_TO_CART,5.0,2026-09-01T15:52:01.488479
75a8781a-e820-48aa-a268-47a5e0c9cf6b,f685a52e-f09f-45e3-b296-668bbb414f9f,c8ab7e01-9ce6-44bf-9bcc-a325e05802a4,PURCHASE,10.0,2026-07-28T12:52:01.488479
f98433e2-364e-487d-b7fa-6f81f7b5b2e6,f685a52e-f09f-45e3-b296-668bbb414f9f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,PURCHASE,10.0,2026-07-28T12:52:01.488479
43d64dc8-c926-4a37-a689-ec52640164fc,f685a52e-f09f-45e3-b296-668bbb414f9f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,ADD_TO_CART,5.0,2026-07-28T12:52:01.488479
78320b95-f823-4a62-859e-2dd7379f86ec,f685a52e-f09f-45e3-b296-668bbb414f9f,73ba2336-7a3c-47ec-af09-dc36f47b00fc,PURCHASE,10.0,2026-07-28T12:52:01.488479
8dffa903-50a6-4137-b607-a0cd2bfad5ba,f685a52e-f09f-45e3-b296-668bbb414f9f,28e011b1-cf12-42d0-8034-c80656e0c0d5,PURCHASE,10.0,2026-07-28T12:52:01.488479
816daa28-2d94-43f9-ac4e-43ff49d83a4c,f685a52e-f09f-45e3-b296-668bbb414f9f,5a442680-9fef-499c-825c-bcbe3ceaedb7,PURCHASE,10.0,2026-07-28T12:52:01.488479
0aeb9aa4-82ae-4483-877c-28aa273f54e2,f685a52e-f09f-45e3-b296-668bbb414f9f,a4ef8596-5999-4b27-a3fe-44558bcaa2df,PURCHASE,10.0,2026-07-28T12:52:01.488479
62d3d487-767a-494c-825d-3cc7b8584dac,f685a52e-f09f-45e3-b296-668bbb414f9f,9e466ab4-0753-45f0-b24d-06ca63637b2d,PURCHASE,10.0,2026-08-21T14:52:01.488479
471bd30e-5ba6-4937-bc97-9eaff2d5f70e,f685a52e-f09f-45e3-b296-668bbb414f9f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,PURCHASE,10.0,2026-08-21T14:52:01.488479
4c9d576e-0847-4b93-b5ba-0860036c7e48,f685a52e-f09f-45e3-b296-668bbb414f9f,73ba2336-7a3c-47ec-af09-dc36f47b00fc,PURCHASE,10.0,2026-08-21T14:52:01.488479
658ebc84-ab37-47e9-b1f9-be15549f6c89,f685a52e-f09f-45e3-b296-668bbb414f9f,28e011b1-cf12-42d0-8034-c80656e0c0d5,PURCHASE,10.0,2026-08-21T14:52:01.488479
d16ba8f3-198b-47be-a295-2db17433935a,f685a52e-f09f-45e3-b296-668bbb414f9f,019151cf-91d6-487b-a2fe-afcd1bc9cd70,PURCHASE,10.0,2026-08-21T14:52:01.488479
64001830-e079-4b39-806a-eb588bef4487,f685a52e-f09f-45e3-b296-668bbb414f9f,019151cf-91d6-487b-a2fe-afcd1bc9cd70,ADD_TO_CART,5.0,2026-08-21T14:52:01.488479
dfb85c95-6d71-436c-b39b-c87c849f141a,f685a52e-f09f-45e3-b296-668bbb414f9f,d091bfe2-22ca-4023-a8f1-3226b7f4a7da,PURCHASE,10.0,2026-08-21T14:52:01.488479
ccf55a4c-9cab-4042-a9b8-58bfca81656b,f685a52e-f09f-45e3-b296-668bbb414f9f,9e466ab4-0753-45f0-b24d-06ca63637b2d,PURCHASE,10.0,2026-08-18T17:52:01.488479
9b544bdc-2c78-47f3-b679-b04826eabda0,f685a52e-f09f-45e3-b296-668bbb414f9f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,PURCHASE,10.0,2026-08-18T17:52:01.488479
3d7ce223-e70a-485f-abc5-ffc72f966d5f,f685a52e-f09f-45e3-b296-668bbb414f9f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,ADD_TO_CART,5.0,2026-08-18T17:52:01.488479
46f52e84-2144-47dd-aace-455e2d219682,f685a52e-f09f-45e3-b296-668bbb414f9f,73ba2336-7a3c-47ec-af09-dc36f47b00fc,PURCHASE,10.0,2026-08-18T17:52:01.488479
1346c2ea-4ba4-412b-9b2a-37e23f822f76,f685a52e-f09f-45e3-b296-668bbb414f9f,d5474396-93fa-4ca5-9ce7-c2637eb3b02b,PURCHASE,10.0,2026-08-18T17:52:01.488479
d95d1ab2-d60f-4d4e-9f17-cc57c455fbf1,f685a52e-f09f-45e3-b296-668bbb414f9f,d5474396-93fa-4ca5-9ce7-c2637eb3b02b,ADD_TO_CART,5.0,2026-08-18T17:52:01.488479
d9688d59-1e5d-48cc-a60f-9ffaed378ff5,f685a52e-f09f-45e3-b296-668bbb414f9f,c50ff350-8d5c-44a4-b91f-08c8a0a5c99f,PURCHASE,10.0,2026-08-18T17:52:01.488479
31a474cc-3fd8-4385-b4b2-e8c2706175f1,f685a52e-f09f-45e3-b296-668bbb414f9f,9e466ab4-0753-45f0-b24d-06ca63637b2d,PURCHASE,10.0,2026-08-18T15:52:01.488479
06dfcffa-6c28-42ae-9364-63cfb4c76f6b,f685a52e-f09f-45e3-b296-668bbb414f9f,9e466ab4-0753-45f0-b24d-06ca63637b2d,ADD_TO_CART,5.0,2026-08-18T15:52:01.488479
03434509-0db1-4ff4-9c05-b3aba2a3d760,f685a52e-f09f-45e3-b296-668bbb414f9f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,PURCHASE,10.0,2026-08-18T15:52:01.488479
44c6f97c-e19d-453e-8081-c89d7463cb8c,f685a52e-f09f-45e3-b296-668bbb414f9f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,ADD_TO_CART,5.0,2026-08-18T15:52:01.488479
9c7e2ff7-9fb6-48b2-804e-5d7d75d8ac30,f685a52e-f09f-45e3-b296-668bbb414f9f,aed45e5c-011b-40b3-8e26-d48a1b7a655d,PURCHASE,10.0,2026-08-18T15:52:01.488479
d479cc34-be29-40e4-b1c6-ed861d6529c3,f685a52e-f09f-45e3-b296-668bbb414f9f,aed45e5c-011b-40b3-8e26-d48a1b7a655d,ADD_TO_CART,5.0,2026-08-18T15:52:01.488479
69db6e21-ffb3-498d-9607-eedd567295b7,f685a52e-f09f-45e3-b296-668bbb414f9f,28e011b1-cf12-42d0-8034-c80656e0c0d5,PURCHASE,10.0,2026-08-18T15:52:01.488479
ae4136ea-a048-48d4-9430-dd122984c424,f685a52e-f09f-45e3-b296-668bbb414f9f,c50ff350-8d5c-44a4-b91f-08c8a0a5c99f,PURCHASE,10.0,2026-08-18T15:52:01.488479
9fab69e1-2e64-47e8-a806-0176a76a6b31,f685a52e-f09f-45e3-b296-668bbb414f9f,bf9e355c-e1c9-428e-906d-8e9a455ce885,PURCHASE,10.0,2026-08-26T13:52:01.488479
08b0f825-01bb-4372-9c8f-d1263a4b9e2d,f685a52e-f09f-45e3-b296-668bbb414f9f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,PURCHASE,10.0,2026-08-26T13:52:01.488479
ee5b84d2-35b3-4637-8c23-1efe93a97a8d,f685a52e-f09f-45e3-b296-668bbb414f9f,73ba2336-7a3c-47ec-af09-dc36f47b00fc,PURCHASE,10.0,2026-08-26T13:52:01.488479
f1a5c3e5-b0f5-443a-8d86-002c4d4c5814,f685a52e-f09f-45e3-b296-668bbb414f9f,73ba2336-7a3c-47ec-af09-dc36f47b00fc,ADD_TO_CART,5.0,2026-08-26T13:52:01.488479
c7337d66-18e2-4f1f-9ce7-a014c920ad10,f685a52e-f09f-45e3-b296-668bbb414f9f,43feb303-a583-451a-bf7d-b766f4a40b12,PURCHASE,10.0,2026-08-26T13:52:01.488479
dcd0ff4e-8f0e-4f38-8958-1772fb295364,f685a52e-f09f-45e3-b296-668bbb414f9f,c50ff350-8d5c-44a4-b91f-08c8a0a5c99f,PURCHASE,10.0,2026-08-26T13:52:01.488479
ad0f3e66-e2fd-4b03-915c-6d7a041928c3,f685a52e-f09f-45e3-b296-668bbb414f9f,3cd3d555-a147-44bf-93ea-9a3bff52099e,PURCHASE,10.0,2026-08-26T13:52:01.488479
806e22c8-155f-4a38-9afd-919fe627137a,f685a52e-f09f-45e3-b296-668bbb414f9f,9e466ab4-0753-45f0-b24d-06ca63637b2d,PURCHASE,10.0,2026-09-04T20:52:01.488479
4249a21f-dfb1-43a5-aeff-5424226b3037,f685a52e-f09f-45e3-b296-668bbb414f9f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,PURCHASE,10.0,2026-09-04T20:52:01.488479
da4cc708-27db-411b-ac5b-7b74f2ab4ecd,f685a52e-f09f-45e3-b296-668bbb414f9f,ada3490e-9d0d-41c5-b8f6-ee36f232a592,ADD_TO_CART,5.0,2026-09-04T20:52:01.488479
1035006d-ba7a-4c4a-be0d-63538a364f0d,f685a52e-f09f-45e3-b296-668bbb414f9f,01cc7f23-cad4-4c40-a54b-fae6740f8e23,PURCHASE,10.0,2026-09-04T20:52:01.488479
2833e94e-5078-407c-8ee4-f88455e5bcf5,f685a52e-f09f-45e3-b296-668bbb414f9f,c550a097-fe9a-4708-a8de-917d87890596,PURCHASE,10.0,2026-09-04T20:52:01.488479
f6878239-b672-40bc-b825-7e88687468d7,f685a52e-f09f-45e3-b296-668bbb414f9f,32fc637e-f9fe-4fc6-9e2a-675ee8c4feee,PURCHASE,10.0,2026-09-04T20:52:01.488479
2084e027-2d0a-4609-b46f-1bfe5150e79e,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,513bda1b-657c-4490-9a52-b4bf2f376704,PURCHASE,10.0,2026-08-19T17:52:01.488479
f2d48a01-237b-40b0-b121-8f10df9475ae,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,3a552307-6f65-4c3a-a54d-d271c022e93b,PURCHASE,10.0,2026-08-19T17:52:01.488479
c3f85757-f38b-4673-8a93-109201f47fb0,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,3a552307-6f65-4c3a-a54d-d271c022e93b,ADD_TO_CART,5.0,2026-08-19T17:52:01.488479
5f04137b-a97a-4475-873a-fe9f67afed92,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,c8ab7e01-9ce6-44bf-9bcc-a325e05802a4,PURCHASE,10.0,2026-08-19T17:52:01.488479
57bee9f1-5fee-4a8e-a1d9-00218a5b94a9,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,6fcc34f9-1490-4c70-ae89-f338a3157ec6,PURCHASE,10.0,2026-08-19T17:52:01.488479
60a3bd38-2888-44eb-aafc-678d60648bea,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,0ef48ef3-7d47-4f95-93c0-3b5cc71273c0,PURCHASE,10.0,2026-08-19T17:52:01.488479
7fca2ee2-2b10-4b3b-9918-1b9140bf22a4,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,0ef48ef3-7d47-4f95-93c0-3b5cc71273c0,ADD_TO_CART,5.0,2026-08-19T17:52:01.488479
e677edf0-5ea1-4471-a8cf-4dcb665ae27f,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,e13af574-1a3d-4d74-a9d2-fcc42f75a927,PURCHASE,10.0,2026-08-18T21:52:01.488479
fb6b83d3-92d5-4a72-b763-6938868a797a,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,e13af574-1a3d-4d74-a9d2-fcc42f75a927,ADD_TO_CART,5.0,2026-08-18T21:52:01.488479
028c85c0-f350-4ded-80b8-9642db5ae6ac,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,aafb59e7-4643-44a7-be97-2be664e18e79,PURCHASE,10.0,2026-08-18T21:52:01.488479
afcd39bc-5c76-42d9-b2f9-862368afc599,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,04f54342-120a-43fa-9062-b8d0771ca8a7,PURCHASE,10.0,2026-08-18T21:52:01.488479
7537f53e-a3d0-42d3-b17a-a29c52f2ff1e,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,ef03f9f5-d4ae-43ae-9c98-2b1ac1e2bf87,PURCHASE,10.0,2026-08-18T21:52:01.488479
065ac9d9-85d7-4f2b-ba40-85cf3a58bee4,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,a6f0bc98-cd3d-4600-aa52-1551395a9aee,PURCHASE,10.0,2026-08-18T21:52:01.488479
dec84093-a41e-4be8-a4e2-5a888c52950e,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,e13af574-1a3d-4d74-a9d2-fcc42f75a927,PURCHASE,10.0,2026-08-21T12:52:01.488479
74502bf0-87d0-4e6a-bea4-d497b68ee19a,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,e13af574-1a3d-4d74-a9d2-fcc42f75a927,ADD_TO_CART,5.0,2026-08-21T12:52:01.488479
24205373-d998-4682-bb1f-b2663ed31ba5,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,590e80bb-af16-404a-9e65-c9a5fb7cd1dd,PURCHASE,10.0,2026-08-21T12:52:01.488479
0ca8dd84-246f-44bb-af12-53f42817df3c,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,c8ab7e01-9ce6-44bf-9bcc-a325e05802a4,PURCHASE,10.0,2026-08-21T12:52:01.488479
2b28352e-1c81-4545-a4da-af744072ab18,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,267bcafa-37c4-4b02-92c3-b227652497c8,PURCHASE,10.0,2026-08-21T12:52:01.488479
500867ce-563b-430b-8d09-116c41cd2435,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,267bcafa-37c4-4b02-92c3-b227652497c8,ADD_TO_CART,5.0,2026-08-21T12:52:01.488479
2a124c05-6873-4390-ae86-564a46fe94f2,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,0ef48ef3-7d47-4f95-93c0-3b5cc71273c0,PURCHASE,10.0,2026-08-21T12:52:01.488479
