customer_id,listing_id,crop_id,crop_name,purchase_count,total_quantity,recommendation_type
4be287a3-4af7-4b0f-93da-1215dbbe7007,53375854-801f-4fc4-9bca-a764bf6963fe,abf9c741-823f-4047-ae80-0254c25dfaf7,Banana,3,5.26,BUY_AGAIN
4be287a3-4af7-4b0f-93da-1215dbbe7007,4db9e4de-ce3d-41d7-bdf4-3931e7243df5,ac8068c4-442e-467b-90c9-366eb7fc7bba,Grapes,1,1.54,BUY_AGAIN
f685a52e-f09f-45e3-b296-668bbb414f9f,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,6,16.18,BUY_AGAIN
f685a52e-f09f-45e3-b296-668bbb414f9f,fc99c491-28ac-40fc-bd3b-edf6d3a3588b,d98d579c-c9b5-454e-8a92-971240c312eb,Onion,6,16.36,BUY_AGAIN
f685a52e-f09f-45e3-b296-668bbb414f9f,f23a48e4-f663-406f-9b04-9f6835aaa9f4,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,Ginger,6,18.32,BUY_AGAIN
f685a52e-f09f-45e3-b296-668bbb414f9f,f001e0a4-8020-4880-8626-0a0c1e822852,6276a613-f3d1-4ca2-b763-bcc62ebbb363,Garlic,6,15.950000000000001,BUY_AGAIN
f685a52e-f09f-45e3-b296-668bbb414f9f,c6914581-923c-445a-9f9c-eaf0ec5a2c33,ef45df06-ae20-45cb-9c78-f423589fe7a0,Coriander,6,11.82,BUY_AGAIN
f685a52e-f09f-45e3-b296-668bbb414f9f,ffcbe3ac-c1c6-4338-b2aa-421e7396924a,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,Green Capsicum,1,1.45,BUY_AGAIN
f685a52e-f09f-45e3-b296-668bbb414f9f,3a34d1a4-8f79-4d3b-8d81-bb5fd72a1b3a,3c31fec3-4390-4ed9-99ac-e13a88d60684,Ragi,1,3.91,BUY_AGAIN
f685a52e-f09f-45e3-b296-668bbb414f9f,4db9e4de-ce3d-41d7-bdf4-3931e7243df5,ac8068c4-442e-467b-90c9-366eb7fc7bba,Grapes,1,3.08,BUY_AGAIN
f3fa5f28-5d69-41fc-a0e8-369ed44442f3,798ae4e6-fad9-4806-8971-c892a9483220,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,Potato,5,10.680000000000001,BUY_AGAIN
f3fa5f28-5d69-41fc-a0e8-369ed44442f3,fc99c491-28ac-40fc-bd3b-edf6d3a3588b,d98d579c-c9b5-454e-8a92-971240c312eb,Onion,5,15.120000000000001,BUY_AGAIN
f3fa5f28-5d69-41fc-a0e8-369ed44442f3,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,5,9.53,BUY_AGAIN
f3fa5f28-5d69-41fc-a0e8-369ed44442f3,6fcc34f9-1490-4c70-ae89-f338a3157ec6,59533992-5f56-4fd7-aafc-039199e5d9d6,Carrot,3,5.69,BUY_AGAIN
f3fa5f28-5d69-41fc-a0e8-369ed44442f3,90c03401-3bc8-4be4-a348-da1419ba95ab,55048485-b49a-41a8-831b-42e14f8ce5f9,Green Peas,3,8.52,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,798ae4e6-fad9-4806-8971-c892a9483220,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,Potato,1,1.25,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,fc99c491-28ac-40fc-bd3b-edf6d3a3588b,d98d579c-c9b5-454e-8a92-971240c312eb,Onion,1,2.3,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,1,2.29,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,6fcc34f9-1490-4c70-ae89-f338a3157ec6,59533992-5f56-4fd7-aafc-039199e5d9d6,Carrot,1,3.37,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,90c03401-3bc8-4be4-a348-da1419ba95ab,55048485-b49a-41a8-831b-42e14f8ce5f9,Green Peas,1,4.03,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,43d6910f-14b0-4fa4-8763-100d2a5ef4f5,b64ca3f8-fd63-4652-b8ab-d082ef554f58,Mint,1,1.88,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,53375854-801f-4fc4-9bca-a764bf6963fe,abf9c741-823f-4047-ae80-0254c25dfaf7,Banana,3,7.54,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,0f39696d-33be-4ab3-98ce-dfbfa4d9b7e5,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,Papaya,3,7.03,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,7a7c4c3b-cbaa-425a-94c8-f3bcd4fe371d,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,Pomegranate,3,7.58,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,6e117cbd-35bc-431a-a87b-ec32590c8c57,7324117d-fdfd-4313-8e9c-1e922f46ed4f,Rice,1,4.45,BUY_AGAIN
94141fff-971c-4f52-8395-528bde27315a,ffcbe3ac-c1c6-4338-b2aa-421e7396924a,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,Green Capsicum,1,1.42,BUY_AGAIN
37bb059b-5e8d-42e0-9849-022dce333f74,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,5,15.12,BUY_AGAIN
37bb059b-5e8d-42e0-9849-022dce333f74,39dac036-1cbb-41e3-9550-b0ec6a31b6eb,178c56a4-1347-43a1-9c70-b8ad4e14aebd,Palak,5,10.030000000000001,BUY_AGAIN
37bb059b-5e8d-42e0-9849-022dce333f74,6fcc34f9-1490-4c70-ae89-f338a3157ec6,59533992-5f56-4fd7-aafc-039199e5d9d6,Carrot,5,16.26,BUY_AGAIN
37bb059b-5e8d-42e0-9849-022dce333f74,ffcbe3ac-c1c6-4338-b2aa-421e7396924a,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,Green Capsicum,1,1.22,BUY_AGAIN
37bb059b-5e8d-42e0-9849-022dce333f74,6e117cbd-35bc-431a-a87b-ec32590c8c57,7324117d-fdfd-4313-8e9c-1e922f46ed4f,Rice,1,4.16,BUY_AGAIN
37bb059b-5e8d-42e0-9849-022dce333f74,f23a48e4-f663-406f-9b04-9f6835aaa9f4,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,Ginger,1,4.35,BUY_AGAIN
37bb059b-5e8d-42e0-9849-022dce333f74,f001e0a4-8020-4880-8626-0a0c1e822852,6276a613-f3d1-4ca2-b763-bcc62ebbb363,Garlic,1,1.99,BUY_AGAIN
37bb059b-5e8d-42e0-9849-022dce333f74,26aee757-06a2-4ead-ab16-d1e71fd68f1b,653ff738-2173-4c0d-9619-2be06db39e8c,Green Chilli,1,4.66,BUY_AGAIN
37bb059b-5e8d-42e0-9849-022dce333f74,c6914581-923c-445a-9f9c-eaf0ec5a2c33,ef45df06-ae20-45cb-9c78-f423589fe7a0,Coriander,1,1.08,BUY_AGAIN
37bb059b-5e8d-42e0-9849-022dce333f74,3a34d1a4-8f79-4d3b-8d81-bb5fd72a1b3a,3c31fec3-4390-4ed9-99ac-e13a88d60684,Ragi,1,2.7,BUY_AGAIN
9f45ad9e-b71e-4c60-9339-d23440eeb9ec,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,1,2.11,BUY_AGAIN
9f45ad9e-b71e-4c60-9339-d23440eeb9ec,39dac036-1cbb-41e3-9550-b0ec6a31b6eb,178c56a4-1347-43a1-9c70-b8ad4e14aebd,Palak,1,2.0,BUY_AGAIN
9f45ad9e-b71e-4c60-9339-d23440eeb9ec,6fcc34f9-1490-4c70-ae89-f338a3157ec6,59533992-5f56-4fd7-aafc-039199e5d9d6,Carrot,1,2.81,BUY_AGAIN
9f45ad9e-b71e-4c60-9339-d23440eeb9ec,f23a48e4-f663-406f-9b04-9f6835aaa9f4,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,Ginger,3,8.38,BUY_AGAIN
9f45ad9e-b71e-4c60-9339-d23440eeb9ec,f001e0a4-8020-4880-8626-0a0c1e822852,6276a613-f3d1-4ca2-b763-bcc62ebbb363,Garlic,3,9.15,BUY_AGAIN
9f45ad9e-b71e-4c60-9339-d23440eeb9ec,26aee757-06a2-4ead-ab16-d1e71fd68f1b,653ff738-2173-4c0d-9619-2be06db39e8c,Green Chilli,3,8.39,BUY_AGAIN
9f45ad9e-b71e-4c60-9339-d23440eeb9ec,c6914581-923c-445a-9f9c-eaf0ec5a2c33,ef45df06-ae20-45cb-9c78-f423589fe7a0,Coriander,3,5.68,BUY_AGAIN
9f45ad9e-b71e-4c60-9339-d23440eeb9ec,3a34d1a4-8f79-4d3b-8d81-bb5fd72a1b3a,3c31fec3-4390-4ed9-99ac-e13a88d60684,Ragi,1,2.21,BUY_AGAIN
c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,4,13.83,BUY_AGAIN
c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,fc99c491-28ac-40fc-bd3b-edf6d3a3588b,d98d579c-c9b5-454e-8a92-971240c312eb,Onion,4,11.610000000000001,BUY_AGAIN
c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,798ae4e6-fad9-4806-8971-c892a9483220,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,Potato,4,11.19,BUY_AGAIN
c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,3a34d1a4-8f79-4d3b-8d81-bb5fd72a1b3a,3c31fec3-4390-4ed9-99ac-e13a88d60684,Ragi,1,2.58,BUY_AGAIN
c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,39dac036-1cbb-41e3-9550-b0ec6a31b6eb,178c56a4-1347-43a1-9c70-b8ad4e14aebd,Palak,1,1.57,BUY_AGAIN
c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,6fcc34f9-1490-4c70-ae89-f338a3157ec6,59533992-5f56-4fd7-aafc-039199e5d9d6,Carrot,1,1.35,BUY_AGAIN
c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,53375854-801f-4fc4-9bca-a764bf6963fe,abf9c741-823f-4047-ae80-0254c25dfaf7,Banana,1,4.21,BUY_AGAIN
c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,f2ae0ff7-611d-4a23-b1ee-97688a2701e7,68333e4b-e52f-429e-9139-07cc61dc5eb0,Cabbage,1,2.16,BUY_AGAIN
ade771d7-33ad-4f40-b456-f0a9fee988ff,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,3,6.84,BUY_AGAIN
ade771d7-33ad-4f40-b456-f0a9fee988ff,fc99c491-28ac-40fc-bd3b-edf6d3a3588b,d98d579c-c9b5-454e-8a92-971240c312eb,Onion,3,7.34,BUY_AGAIN
ade771d7-33ad-4f40-b456-f0a9fee988ff,26aee757-06a2-4ead-ab16-d1e71fd68f1b,653ff738-2173-4c0d-9619-2be06db39e8c,Green Chilli,3,5.61,BUY_AGAIN
ade771d7-33ad-4f40-b456-f0a9fee988ff,c6914581-923c-445a-9f9c-eaf0ec5a2c33,ef45df06-ae20-45cb-9c78-f423589fe7a0,Coriander,3,4.26,BUY_AGAIN
ade771d7-33ad-4f40-b456-f0a9fee988ff,ffcbe3ac-c1c6-4338-b2aa-421e7396924a,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,Green Capsicum,3,7.33,BUY_AGAIN
ade771d7-33ad-4f40-b456-f0a9fee988ff,39dac036-1cbb-41e3-9550-b0ec6a31b6eb,178c56a4-1347-43a1-9c70-b8ad4e14aebd,Palak,3,7.4799999999999995,BUY_AGAIN
ade771d7-33ad-4f40-b456-f0a9fee988ff,6fcc34f9-1490-4c70-ae89-f338a3157ec6,59533992-5f56-4fd7-aafc-039199e5d9d6,Carrot,3,8.04,BUY_AGAIN
ade771d7-33ad-4f40-b456-f0a9fee988ff,53375854-801f-4fc4-9bca-a764bf6963fe,abf9c741-823f-4047-ae80-0254c25dfaf7,Banana,3,8.98,BUY_AGAIN
ade771d7-33ad-4f40-b456-f0a9fee988ff,43d6910f-14b0-4fa4-8763-100d2a5ef4f5,b64ca3f8-fd63-4652-b8ab-d082ef554f58,Mint,1,2.06,BUY_AGAIN
d4948ab5-15b7-42a9-a4d8-4c92da1b486c,39dac036-1cbb-41e3-9550-b0ec6a31b6eb,178c56a4-1347-43a1-9c70-b8ad4e14aebd,Palak,3,4.5,BUY_AGAIN
d4948ab5-15b7-42a9-a4d8-4c92da1b486c,6fcc34f9-1490-4c70-ae89-f338a3157ec6,59533992-5f56-4fd7-aafc-039199e5d9d6,Carrot,3,7.63,BUY_AGAIN
d4948ab5-15b7-42a9-a4d8-4c92da1b486c,53375854-801f-4fc4-9bca-a764bf6963fe,abf9c741-823f-4047-ae80-0254c25dfaf7,Banana,3,9.46,BUY_AGAIN
d4948ab5-15b7-42a9-a4d8-4c92da1b486c,f2ae0ff7-611d-4a23-b1ee-97688a2701e7,68333e4b-e52f-429e-9139-07cc61dc5eb0,Cabbage,1,3.69,BUY_AGAIN
60bce0c4-e075-416e-b530-453c6922b587,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,4,10.2,BUY_AGAIN
60bce0c4-e075-416e-b530-453c6922b587,fc99c491-28ac-40fc-bd3b-edf6d3a3588b,d98d579c-c9b5-454e-8a92-971240c312eb,Onion,4,16.13,BUY_AGAIN
60bce0c4-e075-416e-b530-453c6922b587,f23a48e4-f663-406f-9b04-9f6835aaa9f4,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,Ginger,4,7.2299999999999995,BUY_AGAIN
60bce0c4-e075-416e-b530-453c6922b587,f001e0a4-8020-4880-8626-0a0c1e822852,6276a613-f3d1-4ca2-b763-bcc62ebbb363,Garlic,4,8.76,BUY_AGAIN
60bce0c4-e075-416e-b530-453c6922b587,c6914581-923c-445a-9f9c-eaf0ec5a2c33,ef45df06-ae20-45cb-9c78-f423589fe7a0,Coriander,4,8.8,BUY_AGAIN
60bce0c4-e075-416e-b530-453c6922b587,6e117cbd-35bc-431a-a87b-ec32590c8c57,7324117d-fdfd-4313-8e9c-1e922f46ed4f,Rice,2,5.09,BUY_AGAIN
5146f581-8c3c-4ddb-a6bf-90392f31cff7,798ae4e6-fad9-4806-8971-c892a9483220,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,Potato,5,17.65,BUY_AGAIN
5146f581-8c3c-4ddb-a6bf-90392f31cff7,fc99c491-28ac-40fc-bd3b-edf6d3a3588b,d98d579c-c9b5-454e-8a92-971240c312eb,Onion,5,16.41,BUY_AGAIN
5146f581-8c3c-4ddb-a6bf-90392f31cff7,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,5,17.3,BUY_AGAIN
5146f581-8c3c-4ddb-a6bf-90392f31cff7,6fcc34f9-1490-4c70-ae89-f338a3157ec6,59533992-5f56-4fd7-aafc-039199e5d9d6,Carrot,5,13.84,BUY_AGAIN
5146f581-8c3c-4ddb-a6bf-90392f31cff7,90c03401-3bc8-4be4-a348-da1419ba95ab,55048485-b49a-41a8-831b-42e14f8ce5f9,Green Peas,5,13.64,BUY_AGAIN
5146f581-8c3c-4ddb-a6bf-90392f31cff7,43d6910f-14b0-4fa4-8763-100d2a5ef4f5,b64ca3f8-fd63-4652-b8ab-d082ef554f58,Mint,1,1.73,BUY_AGAIN
6e8429bb-4b3a-4f9f-90fd-1714a5be004d,53375854-801f-4fc4-9bca-a764bf6963fe,abf9c741-823f-4047-ae80-0254c25dfaf7,Banana,6,21.85,BUY_AGAIN
6e8429bb-4b3a-4f9f-90fd-1714a5be004d,0f39696d-33be-4ab3-98ce-dfbfa4d9b7e5,0ea55d0f-d8b6-4cb1-9303-1c884505a25a,Papaya,6,21.060000000000002,BUY_AGAIN
6e8429bb-4b3a-4f9f-90fd-1714a5be004d,7a7c4c3b-cbaa-425a-94c8-f3bcd4fe371d,f1ad8b2f-18d6-4dff-a217-b1353e48b40d,Pomegranate,6,20.21,BUY_AGAIN
6e8429bb-4b3a-4f9f-90fd-1714a5be004d,43d6910f-14b0-4fa4-8763-100d2a5ef4f5,b64ca3f8-fd63-4652-b8ab-d082ef554f58,Mint,2,3.4299999999999997,BUY_AGAIN
6e8429bb-4b3a-4f9f-90fd-1714a5be004d,3a34d1a4-8f79-4d3b-8d81-bb5fd72a1b3a,3c31fec3-4390-4ed9-99ac-e13a88d60684,Ragi,1,4.09,BUY_AGAIN
56422f53-2ae2-4b6f-b750-b63ee1e07845,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,4,15.03,BUY_AGAIN
56422f53-2ae2-4b6f-b750-b63ee1e07845,39dac036-1cbb-41e3-9550-b0ec6a31b6eb,178c56a4-1347-43a1-9c70-b8ad4e14aebd,Palak,4,8.09,BUY_AGAIN
56422f53-2ae2-4b6f-b750-b63ee1e07845,6fcc34f9-1490-4c70-ae89-f338a3157ec6,59533992-5f56-4fd7-aafc-039199e5d9d6,Carrot,4,10.19,BUY_AGAIN
56422f53-2ae2-4b6f-b750-b63ee1e07845,ffcbe3ac-c1c6-4338-b2aa-421e7396924a,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,Green Capsicum,1,1.21,BUY_AGAIN
56422f53-2ae2-4b6f-b750-b63ee1e07845,f23a48e4-f663-406f-9b04-9f6835aaa9f4,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,Ginger,1,2.67,BUY_AGAIN
56422f53-2ae2-4b6f-b750-b63ee1e07845,f001e0a4-8020-4880-8626-0a0c1e822852,6276a613-f3d1-4ca2-b763-bcc62ebbb363,Garlic,1,4.55,BUY_AGAIN
56422f53-2ae2-4b6f-b750-b63ee1e07845,26aee757-06a2-4ead-ab16-d1e71fd68f1b,653ff738-2173-4c0d-9619-2be06db39e8c,Green Chilli,1,2.58,BUY_AGAIN
56422f53-2ae2-4b6f-b750-b63ee1e07845,c6914581-923c-445a-9f9c-eaf0ec5a2c33,ef45df06-ae20-45cb-9c78-f423589fe7a0,Coriander,1,1.31,BUY_AGAIN
56422f53-2ae2-4b6f-b750-b63ee1e07845,43d6910f-14b0-4fa4-8763-100d2a5ef4f5,b64ca3f8-fd63-4652-b8ab-d082ef554f58,Mint,1,1.18,BUY_AGAIN
2553a9ec-9e91-4594-92cb-e95a45580b2c,f23a48e4-f663-406f-9b04-9f6835aaa9f4,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,Ginger,6,17.33,BUY_AGAIN
2553a9ec-9e91-4594-92cb-e95a45580b2c,f001e0a4-8020-4880-8626-0a0c1e822852,6276a613-f3d1-4ca2-b763-bcc62ebbb363,Garlic,6,17.89,BUY_AGAIN
2553a9ec-9e91-4594-92cb-e95a45580b2c,26aee757-06a2-4ead-ab16-d1e71fd68f1b,653ff738-2173-4c0d-9619-2be06db39e8c,Green Chilli,6,19.06,BUY_AGAIN
2553a9ec-9e91-4594-92cb-e95a45580b2c,c6914581-923c-445a-9f9c-eaf0ec5a2c33,ef45df06-ae20-45cb-9c78-f423589fe7a0,Coriander,6,9.899999999999999,BUY_AGAIN
2553a9ec-9e91-4594-92cb-e95a45580b2c,ffcbe3ac-c1c6-4338-b2aa-421e7396924a,c7ebf4b8-4f50-4c0a-9816-6a6769943bce,Green Capsicum,2,6.970000000000001,BUY_AGAIN
6a46c140-d217-4b21-a864-dcc86a03328e,f23a48e4-f663-406f-9b04-9f6835aaa9f4,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,Ginger,3,6.5,BUY_AGAIN
6a46c140-d217-4b21-a864-dcc86a03328e,f001e0a4-8020-4880-8626-0a0c1e822852,6276a613-f3d1-4ca2-b763-bcc62ebbb363,Garlic,3,6.67,BUY_AGAIN
6a46c140-d217-4b21-a864-dcc86a03328e,26aee757-06a2-4ead-ab16-d1e71fd68f1b,653ff738-2173-4c0d-9619-2be06db39e8c,Green Chilli,3,9.709999999999999,BUY_AGAIN
6a46c140-d217-4b21-a864-dcc86a03328e,c6914581-923c-445a-9f9c-eaf0ec5a2c33,ef45df06-ae20-45cb-9c78-f423589fe7a0,Coriander,3,6.74,BUY_AGAIN
6a46c140-d217-4b21-a864-dcc86a03328e,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,1,1.48,BUY_AGAIN
6a46c140-d217-4b21-a864-dcc86a03328e,fc99c491-28ac-40fc-bd3b-edf6d3a3588b,d98d579c-c9b5-454e-8a92-971240c312eb,Onion,1,4.14,BUY_AGAIN
6a46c140-d217-4b21-a864-dcc86a03328e,798ae4e6-fad9-4806-8971-c892a9483220,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,Potato,1,2.07,BUY_AGAIN
6a46c140-d217-4b21-a864-dcc86a03328e,3a34d1a4-8f79-4d3b-8d81-bb5fd72a1b3a,3c31fec3-4390-4ed9-99ac-e13a88d60684,Ragi,1,3.42,BUY_AGAIN
2631bbc2-340f-4a9a-a752-4cec04e400d2,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,4,16.48,BUY_AGAIN
2631bbc2-340f-4a9a-a752-4cec04e400d2,fc99c491-28ac-40fc-bd3b-edf6d3a3588b,d98d579c-c9b5-454e-8a92-971240c312eb,Onion,4,14.05,BUY_AGAIN
2631bbc2-340f-4a9a-a752-4cec04e400d2,798ae4e6-fad9-4806-8971-c892a9483220,2f6f3a77-07d3-4a5d-9422-277b8cb53de2,Potato,3,10.09,BUY_AGAIN
2631bbc2-340f-4a9a-a752-4cec04e400d2,26aee757-06a2-4ead-ab16-d1e71fd68f1b,653ff738-2173-4c0d-9619-2be06db39e8c,Green Chilli,1,3.91,BUY_AGAIN
2631bbc2-340f-4a9a-a752-4cec04e400d2,c6914581-923c-445a-9f9c-eaf0ec5a2c33,ef45df06-ae20-45cb-9c78-f423589fe7a0,Coriander,1,2.46,BUY_AGAIN
2631bbc2-340f-4a9a-a752-4cec04e400d2,6e117cbd-35bc-431a-a87b-ec32590c8c57,7324117d-fdfd-4313-8e9c-1e922f46ed4f,Rice,1,1.5,BUY_AGAIN
c3df3a50-2251-45a6-883f-032b8033f52e,f23a48e4-f663-406f-9b04-9f6835aaa9f4,6bd8ceef-eebc-4d0b-8d12-2dd14c109468,Ginger,4,11.6,BUY_AGAIN
c3df3a50-2251-45a6-883f-032b8033f52e,f001e0a4-8020-4880-8626-0a0c1e822852,6276a613-f3d1-4ca2-b763-bcc62ebbb363,Garlic,4,9.69,BUY_AGAIN
c3df3a50-2251-45a6-883f-032b8033f52e,26aee757-06a2-4ead-ab16-d1e71fd68f1b,653ff738-2173-4c0d-9619-2be06db39e8c,Green Chilli,4,13.600000000000001,BUY_AGAIN
c3df3a50-2251-45a6-883f-032b8033f52e,c6914581-923c-445a-9f9c-eaf0ec5a2c33,ef45df06-ae20-45cb-9c78-f423589fe7a0,Coriander,4,7.46,BUY_AGAIN
c3df3a50-2251-45a6-883f-032b8033f52e,3a34d1a4-8f79-4d3b-8d81-bb5fd72a1b3a,3c31fec3-4390-4ed9-99ac-e13a88d60684,Ragi,2,7.25,BUY_AGAIN
c3df3a50-2251-45a6-883f-032b8033f52e,39dac036-1cbb-41e3-9550-b0ec6a31b6eb,178c56a4-1347-43a1-9c70-b8ad4e14aebd,Palak,2,3.6899999999999995,BUY_AGAIN
c3df3a50-2251-45a6-883f-032b8033f52e,6fcc34f9-1490-4c70-ae89-f338a3157ec6,59533992-5f56-4fd7-aafc-039199e5d9d6,Carrot,2,5.66,BUY_AGAIN
c3df3a50-2251-45a6-883f-032b8033f52e,53375854-801f-4fc4-9bca-a764bf6963fe,abf9c741-823f-4047-ae80-0254c25dfaf7,Banana,2,5.42,BUY_AGAIN
c3df3a50-2251-45a6-883f-032b8033f52e,4db9e4de-ce3d-41d7-bdf4-3931e7243df5,ac8068c4-442e-467b-90c9-366eb7fc7bba,Grapes,1,1.11,BUY_AGAIN
3fe7f558-21bf-4ff6-8746-47c0323cafb0,bf9e355c-e1c9-428e-906d-8e9a455ce885,abef6b46-97a3-4d47-847a-0a058895e915,Tomato,6,15.499999999999998,BUY_AGAIN
